user,date,rating,content
MNjets2021,"Jan 9, 2021",9/10,"The true way Batman was meant to be told; I think Joaquin Phoenix was a great joker, but Heath ledgers performance is unmatched and truly frightening to watch."
judealexharnett,"Nov 11, 2023",10/10,"This Is probably the second best sequel of all time, second only to the return of the king. I've seen this movie twice in cinema this year, that's just how good it is. I could name very few flaws in this movie. This movie has some of the best preformances of all time. Heath ledgers preformance is nothing short of phenomenal and arguably the best preformance we've ever been given in a superhero film. However I believe Aaron eckhart plays his role as two-face to perfection which is severely overshadowed by Heath ledgers. Definitely one of those movies you can watch numerous times. Christopher nolan is a brilliant director 10/10."
MovieMaster95,"Oct 2, 2010",6/10,"When I went to the cinema to see Indiana Jones 4 I remember seeing a trailer for 'The Dark Knight'. It was dark, full of explosions and looked really cool. Being a huge fan of Batman and the two Burton films I couldn't wait to see it. While I never saw it in cinemas, I remember my friends telling me it was amazing and one of the best films ever. Fast forward to when I finally got to see the film and it was a different story.Two and a half hours of the most pretentious, boring and disappointing film I had ever seen. Lets start with the plot(s). Basically, the Joker (atleast that's what they call him) starts killing people and causing mayhem, meaning Batman has to stop him. Sounds simple but the film spoils this by having too many plot lines, most of which have nothing to do with the actual plot, don't last long enough to be interesting and could have been easily cut out to make a shorter and easier to follow plot.Now for the hero and villain. Batman is played by Christian Bale and comes complete with an over the top gruff voice, which sounds like he smoked a entire packet of cigarettes while doing a cross country marathon. He's nowhere near as dark or as intimidating as Keaton's Batman and isn't very engaging as Bruce either. Now for the reason the film is considered to be so great, Heath Ledger as the Joker. Ledger is the main driving point of the film and the most interesting character. He plays the role very convincingly and I'll admit is the best part of the film, even though they could have called him anything else instead of 'the Joker' and it would have been the same.And that's my biggest problem with this film, it doesn't feel like a Batman film. Batman has always been a surreal franchise, meaning it walks on a line between the real world and a fantasy world. Why does Gotham City just look like and regular city? Why does the Joker not have any comical death contraptions? Why does the Batmobile look like a tank? Where are all Batman's unique gadgets? The problem is Nolan doesn't understand that a man who dresses up as a Bat and fight crime can't be taken completely seriously. Burton made a surreal world for Batman and Batman Returns, creating a perfect environment for his films. But with Nolan, all I think of is just a crime drama with Batman in it. The Joker could have been just a psycho with makeup.The pacing is also a flaw. Sometimes the film moves too quickly for us to digest what's going on and other time it goes to slow that we lose interest. Only reason people loved it was for Heath Ledger's amazing performance and his unfortunate passing away before the film's release, and even that doesn't fit the bill for a 'Batman' movie. To sum up, 'The Dark Knight' will go down in history as the most overrated film ever made."
ametaphysicalshark,"Jul 19, 2008",N/A,"Cards (hardy har har) on the table: Going into ""The Dark Knight"" in IMAX I did not think Christopher Nolan was a great director, I was not too taken by ""Batman Begins"" (although it was refreshing after Burton and Schumacher reminded me of the lesser Batman comics I have read, and, bizarrely for non-comedies, of the 60's television series and the film version of that, except less fun), I did not think Heath Ledger was among the great actors of his generation, I did not think Christian Bale was the best actor alive, and I was not expecting anything more than an entertaining Batman movie, despite being reassured by everyone I trust about movies that it was much more.Having seen it, as intended with the scenes filmed specifically for IMAX intact and covering the entire IMAX screen vertically, I can safely say that ""The Dark Knight"" is without question the first time the Batman character and the many great comics based in Gotham City have been done justice on film. Nolan's version of Batman is not meant to be realistic, it is meant to be plausible, and everything here including Two-Face feels plausible. Still, the film has not forsaken its comic book roots. This is not the watered-down Batman of the 50's, this is the Batman conceived in the 30's and re-born in the 80's. Moments here, thanks to Ledger's astonishingly creepy and believable performance as the Joker (this is the original Joker. Bank robber with no motive, mass-murderer with not a hint of mercy, not the ludicrous clown Jack Nicholson horribly portrayed in Burton's 1989 effort), recall the great Batman book ""Arkham Asylum"". Others recall ""The Killing Joke"". As anyone who has read those books will testify, that is just about the highest praise I can give the portrayal of the Joker here.I do think that seeing this in IMAX enhances the experience, although it is a little annoying when the picture clarity goes from as clear as possible to clearly blown-up when the scene switches from those shot on IMAX cameras to those shot on regular film. One can really appreciate the sound design here as well, which is absolutely remarkable all the way through.This is, as far as I'm concerned, easily Nolan's best work as director. His handling of the film's pacing is absolutely stunning, and the action here is both filmed and edited much better than in ""Begins"". It is Nolan's work with actors that particularly impresses, with just about every moment of acting being superb here. Of course, Michael Caine and Morgan Freeman are phoning it in but they don't exactly need to be brilliant here. Bale, as well, displays little depth as Wayne, but embodies all his charm and makes for an excellent Batman (unless your perception of Batman is a wisecracking fool, then you might be disappointed). No, the acting I refer to here is the extraordinary performances by Ledger, Oldman, and Eckhart. Although Ledger will surely get all the attention (and he's certainly great here), I think that both Oldman and Eckhart stole the show a bit. Eckhart is better as Dent than Two-Face but the transformation is certainly not an easy task for any actor. Maggie Gyllenhaal is unquestionably better as Rachel Dawes than Katie Holmes was, and Nestor Carbonell, not an actor with much range, is really very good as the Mayor of Gotham City.Over and over again film versions of Batman have disappointed. Has ""The Dark Knight"" finally got it right? No doubt some will moan and complain about it not being distinctive or stylized enough, not capturing the spirit of the comics. Guess what? You have been reading the WRONG comics. The best Batman comics may not always strive for plausibility, but they are certainly far from the 'silly fun' some might expect from ""The Dark Knight"". What you will get here is a tense, dramatic crime thriller with some breathtaking action set-pieces, remarkable characterization. The Joker being given such a complex psychological profile is a stunning achievement, and Ledger is terrifying in the role. You really believe that he is dangerous and his sick social experiments are nerve-wracking to witness.I have one or two misgivings about ""The Dark Knight"". I don't know if I would have handled Rachel Dawes and Harvey Dent/Two-Face the way the Nolan brothers do in this screenplay, but virtually the rest of the film is pitch-perfect. The pace is astonishing (I could hardly believe the film was as long as it actually was), the acting is phenomenal, the visual look of the film is right, especially given the subtext Nolan is going for here (which you'll see when you've seen the film), the characters are rich, the drama is real, the action is spectacular, and finally- The Joker is given a definitive portrayal.Tim Burton once said, ""Anyone who knows me knows I would never read a comic book"". For shame, Mr. Burton. Maybe if you had you could have made something this good. ""The Dark Knight"" does the character of Batman justice, it does The Joker justice, and it does the great Batman comics justice. In two and a half hours ""The Dark Knight"" makes up for all the silly, offensive garbage adapted from comic books and graphic novels, and reveals just how much can be done with the characters and ideas in those books. This is finally a film that does justice to the Batman universe."
pfgpowell-1,"Apr 24, 2009",5/10,"It is odd to spend more than two hours watching a film and it slowly dawns on you that you are not particularly bothered how it ends and, if anything, rather wish it would end sooner rather than later. The Dark Knight is that kind of film. Exactly why I lost interest or even when, I'm not too sure, but lose interest I did. This is Christopher Nolan's second stab at Batman as well as Christian 'Rant' Bales, and although all the elements are there, it is simply not as good. Naturally, this being another slug, blast and punchfest - tho' despite it's reputation for being dark, thankfully not a bloodfest - many, many viewers have lauded this as a 'masterpiece', 'the best movie of 2008 so far', 'far surpasses Begins'. No, it isn't and no it doesn't. All I can say is that these people have not seen many 'masterpieces' or many films in 2008. The Dark Knight, in that way which Hollywood has made its sugary own, attempts to flatter the audience by including a 'moral dilemma' and it does so not once, but rather often. This time we are invited - the 'we' being the popcorn-chewing Saturday night crowd who think thought is a luxury - to reflect on moral ambiguity and how relative rather than absolute the notions of good and evil can be. And each time this viewer sighed a little: as the saying goes, you can put lipstick on a pig, but it is still a pig. We get any number of high falutin speeches about heroes and villains but, in truth, is just so much codswallop. In truth this film is just another blockbuster, and, at that, it is not even as good as many other blockbusters. If you want to meditate on the reality of good and evil, of heroes and villains, by all means make a film doing so, but in The Dark Knight it is all, for this viewer at least, all very phoney. Apart from that, this film is a tad confusing, there are too many characters, the plot, or at least what there is of it, really does not bear repeating, the suspense is curiously unexciting, and too often the film drags. The old actors are there, and all with the very honourable exception of the late Heath Ledger, seem to be acting by numbers. (This was, I think, Ledger's last film, and his early death is sad. Undoubtedly he was very talented.) And having said all that, there is not much more to say. It's not bad, it's not particularly good. As part of the series, it stands tall, but then the series is not all that outstanding. See it if you want to, and if, after reading this, you decide not to, well, sorry, but you won't be missing much at all."
Sleepin_Dragon,"Jan 6, 2023",10/10,"A new force threatens Gotham City, and The Face of The Joker is always smiling.It is almost as is Christopher Nolan cherry picked all of the best elements from The Batman backlog, I include the previous movie, The Burton years, Adam West era etc, and forged together something quite incredible, making not just The best Batman movie of all time, but arguably one of the greatest movies of all time.Two and a half magical hours, this film excels in every conceivable field, it is wonderfully dark, atmospheric and moody, but in equal measures it is exciting, action packed and dynamic.The story couldn't be better, it's so good, it'll appeal to those that don't even enjoy superhero movies, it really is that good. Packed with incredible action scenes, it's visually awesome.Christian Bale is once again fabulous, this Batman is a little petulant, a little impatient, but wonderfully intense. What every hero needs though, is a villain, and what takes this film up another level, is Heath Ledger, who's remarkable performance is nothing short of astonishing.An incredible supporting cast once again, Caine and Freeman once again show why they're Hollywood royalty.Superior to pretty much everything else.10/10."
anandk-79883,"Mar 8, 2022",10/10,"Bale gud, Heath gud
Affleck bad, Pattinson bad
This Best movie ever. I rate 5/7.My favourite hobby, watching this movie n playing Arkham games.Did I mention bale Gud?"
adambarta,"Sep 17, 2020",10/10,"Its one od the best movies of decade,centuries and millenium! Its drama,Action,unexpected thrill that is everywhere and heath ledgers joker is unforgetable. I know you're saying that it cannot be the best and all of this stuff but WHY SO SERIOUS?"
nikosmichalios,"Jan 11, 2021",8/10,One of my ten favorite films of 2008. Great cast. Oldman deserved an Oscar nomination. The Dark Knight is perhaps the most modern comic blockbuster has given us
rodigon7,"Jul 19, 2008",7/10,"Christopeher Nolan is a talented director. With batman begins,he created such a fantastic atmosphere that he brought batman character back in game. With the dark knight, he made not only a great second sequel, but also one of the best movies of the past 10 years. He mixed action, heroism, feeling, literature, colors so well that you feel kind of high when the movie ends. There is no doubt about it.But i see some people who don't mind to compare this movie with some old masterpieces and say the dark knight is the best movie so far.Haha, this is completely unacceptable.Let me clear this: If a movie can bring freshness to creativity, If a movie happens to change your insights, If a movie starts a new genre, gives away new techniques and styles, If a movie makes you understand your heart better; then I call that movie a masterpiece. As far as I see, The Dark Knight is far from it.But I still feel like I have to congratulate Christopher Nolan for making such a good film. Thanks..."
Alexander923,"Feb 20, 2021",10/10,I watched the movie 10+ times and in many cases just for the soundtrack!
ivo-cobra8,"Oct 11, 2015",10/10,"The Dark Knight is a 2008 superhero film directed, produced, and co-written by Christopher Nolan. Based on the DC Comics character Batman, the film is the second part of Nolan's Batman film series and a sequel to 2005's Batman Begins, starring Christian Bale, Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gylenhaal and Morgan Freeman.The dark Knight (2008) is the best epic Science Fiction/Action Batman film today. A truly great Christopher Nolan's masterpiece, straight from the comic books.The film lives up to Batman and Batman Forever.Capturing scarecrow was awesome. The Fight sequences were so much better than in Batman Begins. This film has a Heart and everything that stands for this film. The Dark Knight is actually a symbol for hope. Batman doesn't kill people in here, that isn't for what Batman stands for. He only scares people that is it.When you watch The Dark Knight you have to put your brain in to it, to understand the movie and that is what I did.I love The Dark Knight in the Tomb bat mobile when blow something he wrote only scare so he does not kill people. Best Batman Line: ""I'm not wearing hockey pads!"" Terrific cast and awesome directors. Is the Batman movie I ever wanted! This film makes correct mistake that Batman Forever failed.The Dark Knight is a reboot of Batman Forever. It fix Batman Forever were that movie failed. Were Joel Schumacher failed with his Batman movies.I Still can't believe Batman Forever won 3.Oscars while The Dark Knight won only 2.Oscars ugh.But The Dark Knight and Batman Begins are the best movies made by comic books. The Dark Knight is much better because there is more Batman in it. By day he is Bruce Wayne by night he is Batman. There are more fighting sequences flying sequences he was in Hong Kong really fantastic. Joker was portrayed by Heath Ledger really awesome. Bruce Wayne was on his wonderful bike and then he was in his beautiful car. The Dark Knight beats the hell out of Batman Forever. The Dark Knight starts, they finally shows that Batman did catch Crane it was wonderful when he jumped on the van and he took Scarecrow's mask off. Crane did come back for 5.minutes but he was still awesome. Now after Batman won and he beat Ra's Al Ghul by trying to destroy Gotham City and stopping crime boss Falcone, this time in The Dark Knight, Batman must take on the Joker and the mob who hired Joker to kill the Batman. Batman Forever was Schumacher fiction the only thing Schumacher did right, was scene were Maroni scared Harvey Dent in the court room, that was the only right scene. It fix Batman Forever I forgot to mentioned they change the car in Batman Forever in The Dark Knight they destroyed the tomb but they change into a bike vehicle and Batman driving trough the mall with a bike was a fantastic Action sequence! Also Nolan's inspiration for the film was the Joker's comic book debut The Killing Joke, and the series The Long Halloween, which retold Two-Face's origin. The nickname ""the Dark Knight"" was first applied to Batman in Batman #1 (1940), in a story written by Bill Finger.It was Heath Ledger's brilliant performance as The Joker that made The Dark Knight a masterpiece. Heath Ledger's acting the Joker was believable, he was absolutely ,awesomely, amazing ,brilliant and fantastic. I never saw anyone or any actor playing a character like that, like Heath did. Not only Heath Ledger was in his best performance also Aaron Eckhart correct and performed Harvey Dent/Two-Face better than Tommy Lee Jones did in Batman Forever, Action stunts were wonderful, Maggie Gyllenhaal was absolutely fantastic as Rachel Dawes better than Katie Holmes was. Maggie did also much wonderful better performance than Katie Holmes did in Batman Begins. I am glad they cast Maggie in it, instead of shallow stupid dumb Katie Holmes.Aaron Eckhart was awesome great fantastic as Harvey Dent he was portrayed by comic books. Tommy Lee Jones in Batman Forever (1995) was purple, his design was half black, half purple, he wasn't portrayed right. Hollywood wanted that sequel to Batman Returns ugh.Harvey Dent wasn't a sidekick to Riddler he didn't even met him or become his partner, he didn't had two women's beside him. He was alone and he went on a revenge killing spree for Rachel Dawson 's death. Harvey Dents says We Kill the Bat or was the Riddler in this film is saying the Joker this lines. Gary Oldman was fantastic as Detective Jim Gordon. Whole cast in the film was wonderful and absolutely fantastic. It is really tragic that Heath Ledger that year died before the premiere. I heard a lot about fans crying over the﻿ actor's death that year. Finally Christian Bale as Bruce Wayne / Batman was good in his role which I like him much better in here than I did in Batman Begins.The film was released on 14 July 2008 (New York City, New York (premiere) in USA. The film also Features 37 minutes of IMAX footage, which Christopher Nolan used IMAX 70 mm film cameras to film some sequences, including the Joker's first appearance in the film. CGI and special Effects are also awesome and aren't bad. Costume designer Lindy Hemming was awesome as she worked on the Batman, Harvey Dent and Joker costumes.The Dark Knight is the best Batman Epic Science Fiction Action film ever! It is beyond Amazing and I love this film to death!The Dark Knight score: A + . Studio: Warner Bros Pictures, Legendary Pictures, DC Comics Starring: Christian Bale, Michael Caine, Heath Ledger, Gary Oldman, Aaron Eckhart, Maggie Gyllenhaal, Morgan Freeman Director/Producer/Scrennplay/Story: Christopher Nolan Screenplay: Jonathan Nolan Story: David S. Goyer Rated: PG-13 Running Time: 2 Hrs. 32 Mins. Budget: $185 Million Box Office: $1,004,558,444"
marimbadaddy,"Feb 22, 2009",10/10,"The Dark Knight was probably the best action film I've ever seen. Not only is the design, tone, special FX, sound, and music all were excellent; but the script was dense, complex, and thorough. The performances from the actors were all very good, particularly Ledger, who took the Joker into a realm of sociopath that we've not seen in a batman character before. This may be Ledger's best performance from his all too short career.The only issue I have is the extreme grossness and goriness of the Two-Face make up/special FX. I think it goes a bit too far to have little bits of flesh dangling from his visible bone structure (The only thing I believe that was better from the previous Bat Mans series). But, the director doesn't use too much ""face time"" on that character, so the look remains shocking and not overdone.Certainly The Dark Knight will stand out for quite some time as the best comic book movie, as it has that as its roots. However, it may also stand as a masterpiece in its own right."
TheLittleSongbird,"Apr 3, 2010",8/10,"I grew up on the animated series, loved the first two Batman films, sort of liked Batman Forever but disappointed in Batman and Robin. I have yet to re-watch Batman Begins, but I thoroughly enjoyed this film on re-watch having really liked it first time. It is very well made and gripping with some great performances, but personally I would put Casablanca, Wizard of Oz, Amadeus and It's a Wonderful Life over this.The film does suffer from being a little too talky, and the plot on occasions can be hard to follow due to a lot going on. Nevertheless it is extremely good, and not only one of the better Batman movies but also one of the better superhero movies. Visually and technically, the film cannot be faulted. The cinematography is superb and the spectacle of Gotham City is dazzling. Christopher Nolan's direction is taut, and ensures that the action is explosive.The plot is a little bloated, with the Joker bent on destroying organised crime for good and making Batman cross between hero and vigilante, and subplots about Harvey Dent and Rachel Dawes, and Hong Kong. But there are some truly effective scenes that are tightly structured, and the screenplay in general while a little too talky in the first twenty minutes is intelligent and sophisticated. The Joker especially has some very sinister lines that stay with you for a long while afterwards.The music by none other than maestro Hans Zimmer, who also composed music for The Lion King, Gladiator and the Pirates of the Caribbean movies, is outstanding. Rousing, beautiful, haunting, it is definitely memorable and doesn't become forgettable or generic like the music in The Hurt Locker for example. And I have to say the sound engineering here is phenomenal, particularly on very high volume the explosions sound very authentic as if they are coming from outside rather than from in the film.And I have to mention the acting, as that was terrific. Christian Bale manages to be dark, brooding and charismatic like Batman should be. Though if I did have a complaint, he does speak in a very hoarse voice as if he's got a sore throat and I somehow did not know what to make of it. It wasn't irritating or anything, just...odd. Anyway, Aaron Eckhart is terrific as Harvey Dent/Two-Face even if his storyline was a tad too rushed, and Maggie Gyllenhaal is very sensitive and caring as Rachel. Morgan Freeman does well in a smaller role, as does the excellent Gary Oldman, and Michael Caine is perfect as the loyal butler Alfred.There is no doubt in my mind that Heath Ledger gave the best performance of the film. He wasn't just brilliant, he was phenomenal, unpredictable, insane, extremely sinister and corrupt not to mention chillingly psychotic. I am torn on who I prefer over Jack Nicolson or Heath Ledger; it is a very close call. I admit I am more familiar with Nicolson's portrayal and liked his mix of the scary and comical and even tragic Joker, but the Joker here in The Dark Knight is truly sinister and even more of a threat to Batman and in my opinion this Joker has lines that linger longer into the memory.Overall, not absolutely perfect but it is extremely good thanks to primarily Ledger's performance and the dazzling visual spectacle. 8.5/10 Bethany Cox"
kite111,"Jul 16, 2008",10/10,"The highlight of this film is one man and one man only...the Late Heath Ledger...his Oscar-worthy performance marks the best work in his short lifetime...and not only him, but Christopher Nolan should also be commended in the way in which he developed the atmosphere of the film; the camera-work was excellent, the pace was gripping, the plot was thrilling and the acting was splendid. Background music also suited the atmosphere to the highest degree.All in all, a perfect film and magnificent acting...the film should have been named after the joker...Batman himself was not needed....such a Batman film will never again be produced, due to the unfortunate absence of Heath Ledger.10/10 rating...well done"
agarwal-45976,"Sep 18, 2020",10/10,Heath Ledger must have put everything at stack to prepare for this kind of act. I love Christian Bale as an actor and Batman as a character but the after watching the movie must say sometimes it's villain who steal the show
nowego,"May 16, 2017",10/10,"I am not a huge fan of sequels and it is hard to write a review about what I see as one of the most perfect movies I have had the privilege to see.The Nolan brothers have done a brilliant job with this sequel to the critically acclaimed Batman Begins of 2005.Heath Ledger as the Joker virtually steals the movie, add him to Christian Bale as Batman, Aaron Eckhart as Harvey Dent and Michael Caine as Alfred, then add the brilliant Morgan Freeman and the ever reliable Gary Oldman in their respective roles and you have an absolutely brilliant cast to work their magic.I am not as eloquent as many of the reviewers on this site who have gushed superlatives about this movie in 1000 words or less, but my short review will suffice for me to get across my opinion.If you have not already seen this movie after 9 years you have really missed out on one of the entertainment experiences of life that you could have very cheaply experienced by now.You owe it to yourself to get a copy of this somehow and see it.One of the easiest movies to rate 10 out of 10."
IamtheRegalTreatment,"Jul 15, 2008",10/10,"Remember those sayings that magazines or critics would say? One of the more popular ones was: ""If you only see one movie this summer, this is it"". Well, until now I never understood that too well, but now I really... really do. The Dark Knight is THAT movie. As plain as I can say it, The Dark Knight is by far the greatest, most entertaining movie released all year. Period.I had the privilege of seeing an advanced showing for management only in IMAX about a week before this movie released. I was ecstatic that not only was I seeing this much anticipated movie a week early, but it was my first IMAX experience. If you have the option, definitely go with IMAX, it was unbelievable really. It felt like you were flying thru Gotham City about to fall into another scheme by the Joker. But enough about IMAX, how about the movie? Well, Batman Begins received exemplary ratings from critics, about an 8 out of 10 on IMDb if I recall correctly as well. Since Batman Begins turned out so well and ended with Batman receiving word of the Joker, every fan was ready for this movie ASAP. Just a short, quick, 3 years later... we finally got The Dark Knight. The main attraction for this show was Heath Ledger's part after his sudden death. Some will be saying that this was one of his best performances, and I can agree strongly. The Joker was thrilling, yet comical. Heath brought out the dark villain even though he is, well, a joker. All his phrases and sayings made the movie what it was, but it still kept your mindset in fright mode; very hard to tackle.Looking back on every scene, noticing it was 2 hours and 30 some odd minutes, I can not find a scene unnecessary. Few movies bare the exception of being insanely long but not at all boring, and this one fit that perfectly. Very long, very detailed, but with patrons paying that IMAX ticket price, you want every minute you can get. I also could not find any flaws really with the movie, except for the casting of Maggie Gyllenhaal. Anyone but Katie Holmes wouldn't be good enough. I mean, Maggie is pretty, but not nearly as good looking as Katie Holmes; sort of ruined her character for me. She is very talented though, absolutely.So after all was said and done, this movie to me was just about perfect. 10 out of 10. Christopher Nolan absolutely took Batman to a new level and said 'forget the rest'. This is top notch... I want to watch it again."
pushpargha,"Jul 6, 2008",10/10,It's Batman Drama Apocalypso.It can't get any better.A must watch movie for all superhero movie fans! If spider-man wrecked havoc in the Hollywood industry being a superhero movie here comes a batman to challenge all the spider-man movies together at one go.Heath ledger was just outstanding and unparalleled.I don't know about posthumous but no one can do joker any better.The movie with its thrill and action was breathtaking and the dramatization and performances were power packed.You have to be a fierce and a harsh critic to find lapses and faults but i think its going to be hard for anybody to poke negative comments at it.Beautifully crafted and wonderful direction.The director should be applauded.What else can I say.I give 8 now to be safe but i'd love to give it a 9+.
diac228,"Jul 20, 2008",8/10,"I have the flame suit on. I've already called my lawyers. I've prepared fake passports and bought several different aliases to run by. I have also transferred my funds to a European account. Why so serious? Because, here we go, The Dark Knight is not the epic piece of Godly art that everyone is hyping it to be.*Runs*The Dark Knight is a good piece of work, a decent movie, but does not fall into near-perfection by any means. Despite the amazing performances, writing, and action sequences, the heart and core of the comic book flavor is severely missing. Issues from Batman Begins is carried over and repeated here, even though they aren't as easy to spot. This is much better than Begins, but still fails to totally erase the memory of Burton's vision of Batman. Resembling more The Godfather and Heat rather than a flick like Iron Man or Spider-Man, it's a totally different sort of movie involving superheroes and supervillians. Gotham City STILL doesn't truly look like Gotham City.Starting the movie is a bank robbery unlike any other, setting the tone of the movie instantly. We see the Joker (Heath Ledger) stirring some early trouble with the mob and crime lords. We then see Batman imitators lurking about. Last, but not least, we see Bruce Wayne's ex (Maggie Gyllenhaal) around the arms of another man: Harvey Dent (Aaron Eckhart). Then running amok throughout the 150+ minutes of The Dark Knight are action sequences, plot twists, several surprises, several close calls, and a whole lot of crime drama. Good vs. Evil is a battle that is horrifically blurred, and human nature surrounding Gotham City is being tested. All the tension is overcoming Bruce Wayne and Batman, and he begins questioning his motives and placement within the city. The writing staff threw in plenty of deep and engaging dialogue amongst all the action we see on-screen. It's a Batman fan's dream come true; or is it?We can start by crediting Heath Ledger for a fine performance as the Joker. But if Ledger deserves an Oscar for his role, so should Nicholson back in 1989, because believe there are many similarities in terms of performance. The Joker here is cynical, merciless, and is bent on anarchy for no reasonbut so was Joker in 1989. If Ledger wins the Oscar, then Jack himself should be accepting it on his behalf. Christian Bale yet again fails as Batman with his frustrating raspy voice. As Bruce Wayne he nails it, but as Batman he still needs a bit of work. When Batman starts monologing, it's hard not to cringe. The rest of the cast does a good job, most notably Gary Oldman as Lt. Gordon. Let's also not forget Morgan Freedman, Michael Caine, Aaron Eckhart, and Maggie Gyllenhaal.The biggest strength of the Batman universe lies within the balance of Batman and his villains. Almost all of them have some sort of connection with our hero. However, the treatment of villains yet again is disappointing, as we see a few villains limited to mere cameos, and the Joker himself (despite the trailers) does not get as much screen time as you may assume. In the infamous 1989 version, we saw the Joker rise from lowly punk criminal to a serious threat to the entire city. In the Dark Knight, unlike Batman, there is literally no explanation as to why he is the way he is. There is no backstory revealed, nothing that could possibly explain his physical appearance and mental state. Surely he may craft some tales, but why believe a madman's tale as he wields a knife to your lips?Dark Knight's best moments were not the action sequences, but the immense tension and suspense predating the payoff .Rarely could you predict the outcomes of some of the conflicts, and for the most part all the payoffs were grand, sometimes leading to applause. The chases and action-packed moments themselves were also well-crafted and made great use of special effects. Yet with so many problems flying at you at the same time, it's impossible to expect them all to be concluded and wrapped up in the end. Nolan's direction is stunning from time to time, but then he runs out of steam towards the end of the third act, when the movie is almost finished. The ending, albeit unexpected, was a bit underwhelming and quite vague, especially considering the fact that The Dark Knight is 150 minutes long.Bottom Line: The negativity is sprinkled about in this review, but don't let that fool you. The Dark Knight is indeed a great blockbuster flick that will have you forgetting that there's popcorn and soda by your side. From the dazzling performance of the late Heath Ledger to the carefully-constructed action sequences that keep the pace flowing, there is plenty to praise about. That being said, it's still not the best superhero movie of all-time. Batman is a comic book, and the cast of this new franchise must remember this. You can dwell as much realism as you'd like, but the fact remains that this isn't a realistic franchise nor should it ever be treated as such.Gotham City is still missing its gritty, Gothic, dark architecture and style of Burton's films, and needs more emphasis on the villains that are in Batman's world. The villains are the ""yang"" to the Batman mythology, and Batman himself is the ""yin""; you can't have too much of one and not enough of the other. While it isn't Batman and Robin or Fantastic Four (both of them) The Dark Knight still falls short of masterpiece quality simply because of its exchange of comic book style for realistic crime drama. The Dark Knight is a great ride, but not an epic one to Quality Heaven."
JoeyPiersonIII,"Feb 12, 2021",10/10,My go to movie on a Friday night! Excellent all around!
prudviraj,"Apr 13, 2012",9/10,"I feel regret of seeing this film lately.This movie is a mixture of incredible performances and absolute photography and incredible direction.If credits are to be given for this movie heath ledger is on first row.His performance was never before and never after.coming to batman,bale is as usually outstanding.Christopher Nolan handled the story with some emotions,some action in perfect way.He is absolute genius and a perfect director with wide knowledge on all movie aspects.This is master piece of Nolan's art.I am amazed with the jokers performance his body language his confidence and his attitude and the list goes on......heath ledger kept his soul on this movie and he provided life to the joker.if u still haven't seen this movie,then what the hell are you waiting for...."
r3i6nm8n2002,"Aug 25, 2008",7/10,"Normally I would give this a 7.5 out of 10 but since I cant' I'll give it a seven. How anyone could rate this title that high on IMDb.com is amazing to me. It's mostly fanboys that believe this is the best movie ever and the best thing since sliced bread but what most fanboys fail to notice because they lack objectivity is that while the movie is a good one, it is quite flawed and nowhere near as perfect as many of the fanboys have rated.A couple things I noticed when I watch this movie, the movie goes on way too long. Even my friends agreed and they are huge Batman fans. There are about 3 or 4 points in the movie where it seems like it will end but goes on for another 30 minutes. And while Heath Ledger's performance is top notch and Bale as Bruce Wayne is pulled of quite flawlessly, his Batman persona is a bit weak. The voice is annoying, and many times throughout the movie, he seemingly plays second fiddle.I can't know Eckhart's casting as Two Face but Maggie Gyllenhall just doesn't seem to fit and just seems to be a standalone piece of eye candy.There are many things I can harp about but I'm not here to knock the movie. There are good points, cinematography great, Joker and Two Face played excellently by their counterparts, mood was effective and story flowed quite well albeit a bit too long.BUT this movie doesn't even belong in mention to some of the greats and shame on many movie fans that had this movie rated higher than such classics as The Godfather. Obviously the fanboys bought way too much into the hype."
bexandbarn,"Jan 2, 2009",5/10,"What is going on with all of these maximum ratings for a barely average film? According to IMDb, this is the best film of the decade so far. Not one sane person could argue that this is justified. Have the studios finally managed to get the masses to 'believe the hype'? I was a bit skeptical about this film, due to the hype, and especially because I wasn't impressed with Batman Begins, but I must admit, the heist in the first five minutes was excellent, and I thought my skepticism was unwarranted. But then Batman turned up and began speaking like a wrestler with throat cancer, and it continued to go down hill from there. What I didn't expect this film to be was tedious. But it was. It was far too long and bored my pants off me. There was no character development, the story was convoluted and over-complex and it was far too long. But my my main problem, and this goes against nearly every reviewer here, even those who weren't impressed, I thought Heath Ledger was absolutely awful! Who are these people calling for a posthumous Oscar? There is nothing I despise more than a 'look at me' performance. Ledger did all the tricks required to portray a 'crazy guy', including shifting his eyes up, down, left and right at every opportunity, and ingeniously, due to having his mouth cut as a child, he keeps licking around the inside of his mouth, which rather than being an impressive feat of method acting is actually as irritating as watching a fat man eat chips with his mouth open. His performance was utterly self-indulgent and it seems like all you sycophants fell for it. The only decent acting performance in this film is Eckhart. Caine and Morgan bore, and Bale, with his 'employ me for movie trailers' voice barely has one dimension. I would have rated this film higher if it hadn't taken itself so seriously, but as it stands it is a pretentious hyped-up and tedious movie. At last, the dark truth."
deepakasalunke,"Dec 13, 2020",10/10,"This is one of the best movies which I have seen. One of the best movie in all terms. The best part was the villain's role, what a world class acting shown by the actor."
mcmonaglejamesf,"Sep 3, 2020",10/10,This movie will forever be my all time favorite! Not only was I living in Pittsburgh when it was being filmed.. but it was also released on my birthday! Best movie ever!
