user,date,rating,content
xenophil,"Jun 9, 1999",6/10,"Everyone else seems to love this movie, so I guess I have to be the one to 'dis' it.  I really don't understand why it is so popular.   I really enjoy a good adventure, but I like it to be more than a quarter inch deep.It was so continuously noisy that I had to turn the volume down.   The music was bombastic and grating.  People die like flies.  The protagonists gaily wreak havoc with no apologies.  There is no psychology or character.  The hero is brave - a cheap virtue since he's obviously invulnerable.   The cultural icons dragged in to lend an exotic tone were given the most superficial treatment - everything was a throwaway, but none of it was stylish, witty or funny.  We are talking about a cartoon - except lots of cartoons are more sophisticated and better developed.I can see that the idea is to evoke a golden age of imperialism where we are excused from the duty to care about history, culture and religion, or to feel bad about archaeological piracy, mass murder, ethnic stereotypes, shoddy scholarship, etc. etc. and can just have some good clean fun.  But with all this freedom, what is the fun?   Knocking over piles of blocks like a three-year-old and punching the bad guy in the nose.The movie is a pastiche - almost every scene is borrowed.  The cultural vein of nostalgia that is being mined is old -obsolete - adventure fiction. If we could see most of this fiction now we would probably find it childish and dated - we know more about the world now.  The trick is to make us forget that so we can enjoy our nostalgia.Do people really need permission to regress this badly?"
Li-1,"Jul 16, 2003",N/A,"Rating: **** out of ****There is no doubt in my mind that Indiana Jones is the best movie series in the history of cinema. And the one start it all was Raiders of the Lost Ark, a fast-paced adventure packed with one death-defying cliff-hanger situation after another. To this day, Raiders remains one of the best action movies, holding up better than most of today's rapid-cut, MTV-style ""thrill rides."" Raiders relied on no CGI, no flashy editing, just pure, exhilarating film-making and storytelling, a combo of its kind that has only been surpassed by its second sequel, Indiana Jones and the Last Crusade.Harrison Ford stars as Jones, an archaeologist who dresses in a brown coat and fedora, armed with a revolver and lion-taming whip. A delightful opening involving elaborate booby traps informs us he's used to these adventures (especially his even closer brushes with death in Temple of Doom, which was a prequel). When he returns to the states from his latest ""excavation,"" he's informed by the military that the Nazis are after the ark of the covenant, an artifact that could possess the power to make the Nazis an invincible army. So Jones sets out to retrieve the ark first, in what will prove to be one of his greatest adventures.There's probably little doubt that Raiders is the fan/critical favorite of the trilogy, but there are a few things that I actually have to gripe about, blasphemous as it may be. For one, even though the story is excellent, it's not without its holes. Most perplexing is in the film's opening scenes, when we wonder why Jones bothered to bring along potentially traitorous porters when it's such a short distance from the river to the cave temple. Also (spoilers), one needs only to see the film once to realize that if Indy had never tried to intercept the Ark, the Nazis would a) have never found it or b) still would have suffered the same horrible fate regardless.The action sequences are superb, though an early bar shootout isn't quite as adrenaline-pumping as it could be and looks quite bland compared to the film's other action scenes. Thankfully, the following street chase is playful and exciting and keeps the joyous momentum flowing. Overall, I'd still argue that both Temple of Doom and The Last Crusade boast more inventive action but there's no questioning that the action scenes in Raiders are fantastic and likely superior to any film you may have seen the last few years.As bitchy as I may sound, I'm not trying to harp on Raiders, at least not too much. The movie does feature the famous (and deservedly so) truck chase, one of the most unbelievably thrilling and exhilarating action setpieces I've ever seen (and given an extra boost by John Williams' beautifully rousing score). To this day, even with the recent chase scenes in The Matrix Reloaded and Terminator 3, this sequence has yet to be surpassed.Other standout sequences include a sarcophagus almost entirely decorated with snakes, imposing statues, and well-preserved mummies, and Jones' mano-a-mano battle with a seemingly impervious Nazi mechanic. The finale takes the film dangerously close to the horror genre, climaxing things with a truly memorable (and quite frightening) light show for the ages. Every Indiana Jones film has a scene that scarred me as a kid and I think every one who's seen Raiders knows what I'm referring to (as well as its sequels)I've said it before, Harrison Ford is wonderful as Jones, embodying a hero that's cool beyond words, yet still entirely human and believable. The supporting cast isn't as up to par: Paul Freeman makes for a decent but not particularly menacing villain as Belloq and Karen Allen is somewhat annoying as Indy's love interest, but there are an equal share in gems, particularly Denholm Elliot as Marcus Brody and John Rhys-Davies as Sallah (The Last Crusade wisely gave these actors/characters more screen time).Raiders of the Lost Ark was revolutionary cinema, paving way for summer blockbusters that would attempt for the same winning mix of thrills and humor. Only its sequels matched and/or surpassed it, but some have actually come close (The Mummy). If you haven't seen Raiders yet, put it on the top of your list."
0U,"Feb 23, 2020",10/10,"This movie has it all, action, romance, comedy, giant boulders and occult seeking Nazis. Story conceived by George Lucas and screenplay written by the same guy that wrote Empire Strikes Back and Return of the Jedi. If that doesn't sell it, then look no further than Steven Spielberg because he directed it. Awesome movie all around and definitely a genre classic. An absolute must see for any movie fan that likes fun."
ToldYaSo,"Feb 27, 1999",10/10,"If you've seen this movie and heard the score, then my one line summary won't read like a mating call for sheep, but rather the absolutely exhilarating ""Raider's March"" which stirs my blood and makes me think of an unforgettable hero, Indiana Jones. If not, see it now.I love going to movies. I always have. I remember when this film came out. My friends had seen it before I had. They boasted it was great, the best film ever. Some even said it was better than Star Wars (utter blasphemy to a devout 10 year old Jedi-wannabe). I thought no way is this film better than Star Wars, but I was still curious and began the begging of my father to take me.When I was young, almost all of the films that I had seen, I saw with my Dad. He would take me and my mother would stay at home with my siblings. We saw a number of films that failed to generate a reaction with him as they did with me, but this one was different. This one, my Dad might've enjoyed just as much.Who can forget the scene where Indy faces bandits in the marketplace, fighting swords with his wits and fists, only to be finally challenged by a dark robed adversary brandishing a heavy, dismembering type of sabre as he swings the impressive blade about his head menacingly?Indiana looks his opponent up and down briefly and draws his pistol casually and shoots the villain dead as if his patience had been tested a moment longer than he could tolerate.My father, and the entire audience for that matter, laughed and cheered at this incredible scene. And it was the first time I'd actually been aware of his enjoyment of the film. Usually I'm so transfixed that I wouldn't notice if my legs were on fire. He enjoyed it so much, that he still tends to bring up that scene, even today.My father and I shared a great moment in movie history, and I will never forget it for as long as I live. I will always be grateful for the time we spent together and the films that I otherwise would have been unable to see without him taking me.Just a side note about the scene I've described above. It wasn't meant to go that  way at all. As Steven Spielberg explained in a television interview, the scene was meant to have an elaborate fight sequence, but Harrison Ford was suffering from diarrhea and couldn't go through with the elaborate set-up required. Someone said, ""the only way we can finish this scene today is if he shoots him"". Steven said, ""Wait a minute, we might have something there.""As for where it ranks with Star Wars, it's hard for me to say, so I won't. Star Wars was the first film I ever saw, and there's a story in that as well. Thanks again, Dad."
CuriosityKilledShawn,"Sep 26, 2006",9/10,"I've seen Raiders of the Lost Ark numerous times on TV, DVD and big screen. My local theatre had a special showing last night and the 400-seat screen completely sold out (as Indy films always do). Luckily for me and my pal, we got the last 2 tickets available! I can't think of many films that still sell-out 25 years after their original release. There's just something about Indy movies(iconic hero, affection, epic spectacle) that brings you back again and again.The only trouble with that is there are zillions of reviews, critiques and dissections of this movie already out there, so what I have to offer will probably not be anything new. I will however not go the way of the cliché and mention 1930's serials, Tom Selleck or the sword/gun fight.I will, however, ask you one question. Did you know that some of the more iconic, memorable sequences from Raiders owe quite a lot to Duck Tales? What? Surely it's the other way around? Well, no. The globe-trotting adventures of Scrooge McDuck, Huey, Duey, Luey and Donald in Carl Bank's Disney comic-books from the 50s came first. If you can find some of these then you'll surely notice the similarities.The hunt for the Ark of the Covenant is more than just an excuse for action. So many movies these days seem to come up with action first and string them together with some lame plot. Movies like this are quickly forgotten and one of the reasons Raiders holds up so well is because it works the Covenant story so well into the plot.The action comes in a succession of set-pieces. I do enjoy films that have to increasingly better themselves in every scene. Raiders introduced this as a standard that the sequels had to live up to. My fave scene has to be the massive truck chase through Egypt, which is made up of many of its own smaller sequences. One little idiosyncrasy I like about Indy is that even though he's a College Professor and Doctor, he has no beef killing people. So very far from the ubiquitous PC heroes of todays movies.You might think that it's rather geeky to hype up the editing and sound design, but they do stand out from recent action movies. The gunfire and punching seem to have a sort of 'Indy' signature sound to them, that I've not heard in any other films. And obviously, John William's classic score is one of those themes that just everybody in the world knows (though I prefer his score to Temple of Doom), truly one of the best movie themes ever. Better than Star Wars!I'm not sure if Spielberg planned on Raiders starting the Indy franchise but there's already enough in here to establish a whole universe of potential stories and character arcs. There's talk of a fourth movie at the moment, but I personally don't think it will happen and I don't want it to. It's perfect existing as a trilogy and a sequel that comes traipsing in 18 years after the last is just not going to feel right. Even if you are hungry for more Indy then there are loads of books and video games out there and then there's the Young Indiana Jones TV show (where are the DVDs?), which are official Indy canon and even starred Ford once (they bounced around in time).I am giving Raiders 9/10 because I just have a soft spot for Temple of Doom (which is obviously a 10/10 movie). Even 25 years after it first came out it still has the power to captivate the audience and provoke sheer excitement every time. And in 25 years it will still be far superior to almost everything.Now there's something you cannot say about The Fast and the Furious! Sigh, where did all the special movies go?"
Xstal,"Jun 6, 2022",9/10,"An army of fascists seek to plunder, an artefact so precious it's a wonder, an archaeologist will resist, using whips and guns and fist, in a treasure of a film packed with adventure.There are puzzles to be solved and riddles broken, the dialogue's a joy, beautifully spoken, action packed from start to end, returns a massive dividend, engaging all the way and thought provoking."
masonsaul,"Nov 25, 2021",10/10,"Raiders of the Lost Ark is an amazing and deservedly iconic action adventure with plenty of classic lines, superb performances and phenomenal action set pieces that are tense and thrilling. In paying tribute to the classic adventure serials, it creates a timeless blockbuster that's endlessly entertaining.Harrison Ford gives an amazing lead performance. He's funny, charming and dashing but there's also a palpable exhaustion that really humanises him, reminding you he isn'tinvulnerable. He's supported by Karen Allen who's just as capable and Paul Freeman plays a villain you love to hate.Steven Spielberg's direction is superb. There's a subtlety to the extended takes that almost go unnoticed and the action scnes have a beautiful rhythm to them. John Williams' score is perfect, one of the best in all of cinema with an instantly recognisable theme thats so triumphant and with a perfect sense of adventure."
patboldt,"Feb 27, 2018",10/10,"Raiders of the Lost Ark, the first of the Indiana Jones trilogy and definitely the best. This movie redefined what an action adventure movie could and should be. After the epic Horror Adventure that is Jaws comes the epic action adventure, Indiana Jones and the Raiders of the Lost Ark. This movie easily deserves 10 stars for it's sheer innovation, directing, visuals, and entertainment ability. Here's why.Harrison Ford is a perfect choice for the awesome hero, Indiana Jones. An archaeologist who dreams of fortune and glory, he embarks on an adventure to find the Ark of the Covanent and save it from the Nazis. Harrison Ford is perfect in this role and it's so refreshing to see a badass hero that everybody can root for simply because he's awesome and embodies everything we want from an adventurer. Every moment of him is simply cinematic gold and it makes him shine against everyone else, even himself as Han Solo. That's not to say that the supporting actors aren't great, they are, but he's the main character and he steals the show which he should.Steven Spielberg really went out of his way with this masterpiece. The practical effects and stuntwork isn't just phenomenal, it's almost godlike! The action is jaw dropping in its awesomeness to the point where it almost doesn't even look like a movie, it looks like a portal into somebody else's universe: Spielberg's universe. What visual effects that are used are so good that it makes modern day action flicks look like stupid college projects that got F's. Michael Bay ain't got nothing on Golden Age Spielberg! Every scene screams with action and it just gets better and better all the way through but it never forsakes the story in place of action. Modern day directors need to take notes from this movie.Once somebody watches this movie, you soon find yourself in a trance in which you can never get sick of it. Nobody can get sick of Indiana Jones, it's not possible. Go watch this movie and you will be very pleased. Or just listen to the Golden John Williams music, that works too."
r96sk,"Apr 16, 2020",7/10,"'Raiders of the Lost Ark' is a good film, but nothing more than that for me.Harrison Ford does a sterling job as Indiana Jones, even if his performance does constantly remind me of Steve Martin for some reason. John Rhys-Davies, who I like in James Bond's 'The Living Daylights', fits in well as Sallah. Apart from those two, I don't think any of the others have anything major/memorable about them here - I would've liked to have seen more of Ronald Lacey's Toht.The adventure side is enjoyable, though everything else is missing a spark in my opinion; a lot of the plot devices are convenient and predictable. The special effects are solid though, as is the score by John Williams.It makes for a fun enough watch, even if I did expect better."
baslanters,"Aug 19, 2018",10/10,"This movie has everything: action, a good cast, humor, a wonderful soundtrack (John Williams) a good pace and a good script. I watch this movie like 2 or 3 times a year and it still fascinates me. Thank you for this masterpiece mr. Spielberg! They don't make movies like this anymore!"
bob the moo,"Jan 14, 2002",N/A,"In the run up to WW2 Professor Jones is approached by US Intelligence to recover the lost Ark of the Covenant in order to stop it falling into the hands of the Nazi's.  With bar owner Marion in tow, Indiana takes on Nazi's across the globe to recover the ark.The story is pure Saturday morning hokum, but its all shined up with a great deal of professionalism and you don't notice.  The main strength is the tremendous sense of fun in the film - not only is it funny but the huge action scenes are all edge of the seat stuff that are hugely enjoyable to watch.  Be it the opening set piece, the truck chase, the fight around a burning airplane, the chase for a basket or the gory finish - it's all great fun to watch.The performances are pretty cardboard and stereotype - evil Nazi's et al. but it barely matters.  Ford is great - this is the type of undemanding hero type that he thrives on.  The rest of the cast are good - Freeman and Kahler stand out with their characters.  If it has any weaknesses then the lack of characterisation and plotting are the main suspects but I really think the flaws are greatly outweighed by strengths.Overall a good action film for older families.  With an old fashioned feel, a great sense of fun, plenty of laughs and fantastic action scenes this deserves all the good reviews it gets."
