user,date,rating,content
BA_Harrison,"Mar 3, 2007",10/10,"From it's opening scenes on the bleak ice-ball that is the planet Hoth, to its exciting finale on the cloud city of Bespin, The Empire Strikes back is a worthy sequel to the magnificent Star Wars. Taking over the directorial reins from George Lucas, Irvin Kershner steers the movie into darker territory to deliver a more mature movie than its predecessor.The Empire is still licking its wounds after the destruction of the Death Star, and evil Darth Vader is intent on finding the rebels responsible for destroying his new toy. Luke's aim, meanwhile, is to become a fully fledged Jedi knight, whilst Han sets himself a more difficult target: he plans on getting into Leia's knickers.With more incredible FX packed action scenes than you can shake a light-sabre at (highlights include the fantastic battle on Hoth, a chase scene through an asteroid field, and the Luke/Darth light-sabre duel), and THAT moment where we learn the truth about Luke's father, it's no surprise to find that this episode is often said to be the best of the series. Personally, A New Hope will always be my favourite (for sentimental reasons), but The Empire Strikes Back is a very close second."
auuwws,"Jun 13, 2020",10/10,One of the best movies in Star Wars is a very interesting movie
mroyleevatt,"Feb 19, 2019",10/10,"Some films you love because you can't separate your childhood from your view, but this is as good as popcorn entertainment gets either way. I've watched and watched and now my son loves, if only you can get hold of the untinkered version it's just brilliant."
Spondonman,"Jun 1, 2014",7/10,"Back in 1977 I really enjoyed the first film in the franchise, but the hype was so enormous when this came out I decided to avoid it for a bit. I finally caught up with it in 1997 by which time Time had sadly caught up with it too and wreaked its usual damage. Then it was a case of Roll Over Harryhausen, tell Jim Henson the news.Story has imaginative intergalactic politics and battles amidst a plethora of gormless soap and stereotypes. To a kid it would be marvellous stuff to watch and as an adult to revel in through rose-tinted glasses, but coming at it as an adult I see it through the Empire's, sorry, Emperor's New Clothes and in the Altogether. It's relentlessly inventive but not in my top 1000 films of all time. Favourite bits: Luke yakking to Kermit about the Force; the flying city where expense or common sense is no object; the love affair between the Princess and the Scoundrel; the remarkably obvious pay-off, hyped at the time as something groundbreaking.The first cut is nearly always the deepest - long live the brash first film, this sequel is entertaining and nonsensical, an eminent time-passer. The first was a monument to Luck, the second a monument to Hype; I love fantasy movies of all eras and genres but mainly those not surrounded by heaps of hype swallowed by millions of people, it's a real barrier to my complete enjoyment of anything. This is a watchable movie but only a must-watch movie to see for what digital cgi cartoonery has done to the movies, and to us. Modern cgi is usually cold and soulless but usually not jerky and laughable, cgi has spoilt us all and there's no going back. However, now to watch Jason & The Argonauts and curse Roger Rabbit."
FeastMode,"Dec 26, 2019",4/10,"Hey!!! breath of fresh air after the garbage that was episode VI. it still wasn't good overall, but significantly more watchable. a few cool action scenes, the light saber fights were decent. better characters, better story. acting still bad, except han, he's pretty awesome. still lots of stupid parts and old movie qualities. (1 viewing 12/25/19)"
stani_a,"Jan 17, 2016",10/10,"By far my favorite Star Wars movie. Contains the iconic parts of the saga, for example the reveal of Darth Vader. The settings for the entire movie are outstanding from Hoth to Cloud City. As always the score from John Williams was on point more so than ever in my opinion. The movie is set between episodes 4 and 6 doing a perfect job of not only carrying through the success of the first movie and surpassing it in my opinion but also does an amazing job of setting up episode 6 to conclude the trilogy without leaving an annoying cliffhanger at the last minute. The characters really establish themselves with more famous moments such as Han Solo's ""I know"" line towards the end of the movie and we get to see Luke's agony as he hangs from cloud city."
The_Rider2004,"Dec 23, 2025",10/10,"This extends upon the original and does something different and unique with the characters and the storyline Balances the darker tones and the narratives that feeds the audiences attention and gives us some major Easter eggs. The tone is so good here balancing the darker, more grittier side of the universe, and every dark moment you get a polished and colourful look and a lighter tone, such as R2D2 some humour and fun into the mix of this sci-fi world that just captivates audiences.Darf Vader has such a dark demeanour but an epitome of emotion who's angered and enraged by his father and his princess that turns him into the darkside but still has emotion and can control his powers. The scene at the start of the film captures the essence of 'bad guys can win' and with enough power it elevates the scenes, his voice is stern and cold, his body is dark and he's brash with his powers and rushes to make bad decisions that costs him.The C-3Po is at his funniest here with so much more acknowledgement of his character and it's rather sweet and beutiful actually when you look at him with R2D2 it's a very clever mixture of fun and a sense of warmth added to the mix, because you get to see them connect as Robots and it's fascinating and entertaining. Jumbled into one big surprise of Satisfaction for the audiences.The characters having more emotive feelings, more phrases, more memorable jule fights, some laughs. It really does bond together and makes a perfect story even better and a good story is even stronger when all the actors are at their A Game. Natalie Portman is here, and she's the queen, she has a good role and I like her swift tone at times like her darker tones, but can also match that with her solis but have so much empathy.Either way this film made me a fan of TV, and sci-fi for years, its powerful tone made me fall in love with characters, the story made me feel something. It's such a great film that's superbly entertaining and it wonderfully illustrates the themes of sadness and happiness but also blended with curiosity. And it gets the action and dialogue so spot on your entertained throughout. This is my last review, so I decided to go out on a good note, 10/10."
PeterPPK,"Oct 26, 2009",10/10,"The first Star Wars movie, is a Sci-fi and cinematic masterpiece. But where Star Wars capitalized, Empire Strikes Back took it to the next level.Here's what I think of the movie:Story - I'm pretty sure we all know the story of Star Wars. A Galactic Empire is empowering the galaxy, and a Rebel Alliance tries to stop it. Today, it's sort of a cliché plot but back then, it was imagination skyrocketing into the heavens. Now, thats the plot of Star Wars. The story spans from a battle on the frigid planet of Hoth, to a space dogfight in an asteroid field, to Cloud City where the greatest plot twist in the history of cinema, is reveled. The film ends on a cliffhanger which leads to Return of the Jedi. I'm not going to spoil it, but I don't think I would need to because I'm willing to bet that about 99.99% of people have already seen this movie anyway(to that .01%, where the hell have you been?).-Rating 10/10Characters - The characters from the original movie are back, including Luke, Han, Leia, C3P0 and R2D2, and of course, Darth Vader. But the films also introduces some new characters as well, including Lando, The Emperor, Boba Fett, and Yoda. The Emperor doesn't really play a big part in the movie(I think he only has like, 10 lines) and Boba's name is never really mentioned. However, Yoda plays a big part by teaching Luke the ways of the force, and Lando, who is Han's old pal, plays a big part by betraying our heroes and giving them to Vader. Of course, he's still a good guy, he had to hand them over. Overall, I'd say the characters are still great.Rating 10/10Visuals - This was back when Star Wars movies didn't rape the fabric of CGI. So what you see in the movie were real things. The Walkers, asteroids, X-Wings, Tie Fighters, everything. The original Star Wars set the standards for Special Effects with the light sabers, Death Stars blowing up and everything. Empire Strikes Back isn't any different. The Effects are still awesome and look great.-Rating 10/10Music - The Star Wars theme is (of course) still here and it's one of the most recognized themes in cinema. You only need to hear a second of the Star Wars theme, and you'll know what it is. Like any other Star Wars film, the music is composed by John Williams, so everything is played by an orchestra. Even though it's great the here the Star Wars theme in all it's nostalgic glory, the music thats played is still just as great.-Rating 10/10Overall - Empire Strikes back is my favorite Star Wars film and is one of my favorite movies. If I had to make a Top 10 list of my favorite movies, about 15 movies would be tied for the #1 spot, and this would be one of them. Everything about it is just perfect.Final rating : 10/10-PeterPPK"
markuslorenz,"Dec 24, 2019",10/10,It ist the best Star Wars Film. The atmosphere in this Film ist just awesome.
hazzahamnwardy,"Nov 30, 2018",10/10,"Wow, what a film, I never knew that I could love a film soooo much in my life, but here it is, my favourite film of all time, the one that made me love Star Wars. First of all, the acting in this film is amazing, People who watched the film didn't know that actually most of Harrison Ford's lines were improvised, which is awesome. Carrie Fisher as Leia was great, especially when she talks to Ford, Frank Oz as Yoda is great, way better than CGI Yoda from the prequels. Luke as the hero was great, but I like how they show Luke as the hero, but he still loses, which brings me to Darth Vader. He is by far one of the best villains of all movie history, he is menacing, mysterious, then when he tells Luke, ""I am your father"", that completely changes how we first watched A New Hope. Effects are good for that time, also two others characters that I need to mention are Boba Fett and Lando Calrissian, these two characters really showed me that this is such a great movie franchise, Lando with huge charisma, and Boba being silent badass, so out of ten I would give this incredible movie a 10/10. Perfection."
P97,"Feb 19, 2019",10/10,"And one of the best movies in general, it's better than a new hope in every way possible and it's one of the strongest sequels in the cinema.the scenes with luke and yoda are some of the best in the saga and yoda's way of teaching luke is really beautiful, it's as much as a master apprentice as it can get.and my god that third act is just iconic and the ending is so magical, peaceful and sad at the same time."
tedg,"Feb 15, 2007",N/A,"The SonI am convinced that movies are about other movies more than life. The original ""Star Wars"" was a success in my opinion because it had three things: a collection of images from other films, distinctly referencing them. Some were film- schoolish like the Kurosawa quotes. But most were like what Kurosawa himself referenced: already deeply embedded visual touchstones, not having lost their power in becoming clichés. These were collected in one large form, the Flash Gordan form let's call it, which all of us slightly knew. It could be recalled with enough familiarity to register but not enough to set expectations, so Lucas could fill the bucket with whatever he found and liked. a notion of a complete, understandable cosmology. Its the noir notion that laws of the universe exist and cannot be seen, and if they could they wouldn't be comprehensible. This notion is deep in film, so deep that when a movie comes along that posits a cosmology that is whole, and revealable, it shocks. What that movie did was give us enough of a glimpse into this to believe that we could understand the world, at least THIS world of the ""galaxy far away."" Remember when that original came out? The images were impressible, but what people talked about wasn't what they saw, but about how the world worked. It settled first in an ersatz religion among geeky kids and now has been swallowed by the ""simple"" US religions, and its presidential representative. the notion of a quest. Its an old form, but cast in the above noted situation, it takes new power. The traditional form, the Goethe-Lytton form was there to remind and reveal mysteries. Here it is clearer, to explain. There was a lowbrow professor at the time of a women's college that a TeeVee interviewer made popular. It was sort of a metaquest. This simple man said that we could actually understand the nature of trying to understand nature. It was a lucky break for Lucas, because it meshed with this shocking notion of a grand cosmology that we know our hero (check out the name: ""sky walker"") will grasp, master and show us.That was the first film. A huge success, just huge. It did change many things, but from my perspective the key thing was how it reset that great American invention of noir, as important as jazz, and liberty which form a sort of trilogy of contradictory, three-way tension.Okay. Now the second big Ted idea, the necessity for the equal size of steps in abstraction when you have two steps. It seems this is hardwired in the brain, a sort of human quantum mechanics. If you look back along the abstraction, say a cartoon in a cartoon, the distance between the two will be precisely the same as the surrounding cartoon.So, when they made the second Star Wars movie, they could reference the previous one in the way that it referenced its cinematic background. It had a writer in Kasden who knew how to do this. And it had a director in Lucas' film school teacher who did also. Neither had a huge hit other than this because it was such a cool setup, having such a thing to build on.You'll read lots about trying to humanize, and how faces were used. But all that is simply in the service of abstracting closer to us from the original, in equal portion. This is the son. Why did the franchise fail after this? Because there was no step left to abstract to and maintain the brand.(This comment is a replacement of one deleted for unknown reasons. This was requested by a reader.)Ted's Evaluation -- 3 of 3: Worth watching."
MustafaDilek,"Dec 5, 2016",6/10,"The story (if you can speak of one)in this movie is very boring. There isn't any tension-building or climax whatsoever. The movie just stops after 2 hours. There is hardly any character building, and to my opinion there aren't many strong personalities. The only character that has won my sympathy is Han Solo,(Harrison Ford) but after being frozen he just disappears out of the movie, and no one seems to care about him anymore. Luke Skywalker is a w***er who is supposed to be a jedi knight, but instead he needs to be rescued all the time. I wouldn't have cared less if he had crashed in his plane, had been eaten by that snowmonster, had frozen to death, he got shot by the ATATs, if his father had killed him, or he had fallen of that tower. The music score is well composed, though I think a classical symphony isn't very suitable for a sci-fi movie. I believe they should have used synthetic music to create the right atmosphere. On the other hand the effects and sceneries are very impressive. Unbelieve what effort George and his guys have done!"
Jimim97,"Jan 25, 2020",10/10,There is no better Star Wars movie. The Empire Strikes Back is just perfect.
itsmagicallydelicious,"Aug 20, 2006",10/10,"This, is one of those times where it's great when the bad guys win. I had grown up watching old westerns and kiddie movies, where it was all good guys win at the end. And when I first saw this when the Original (Best) Trilogy reopened in theaters, my parents rushed me to the nearest cinema. I was astounded. Great acting. Even better directing, it's the greatest space movie pretty much ever made.It's only better because ""Star Wars"" set this one up perfectly. And it allowed a suspenseful ""Return of the Jedi"", which needed all it could get, because it was the worst of the Original's, but still pretty darn good. Overall even though it was made in the 80's it was still captivating to a boy used to computer graphics. The absolute best part was the final lightsaber battle between Vader and Luke where... well, I won't spoil it for those who haven't heard the line."
brumstrand,"Oct 24, 2005",10/10,"If the first Star Wars (1977) was groundbreaking, this one is breathtaking! According to me at least - the best picture in film history! A culminated crown-jewel after a decade of excellent drama productions, such as The Godfather I & II, one flew over the cuckoo's nest etc, etc. Everything is there.. skillful focus on the character-arch.. a relaxed and charming love story.. fantastic action and heroism.. and above all- George Lucas story! What is going on inside that man.. ""A modern age Genius"". How does he come up with all that weird but super-cool stuff! And John Williams music..!! The themes and their crafted development to the story context.. wow.. Why he didn't get the academy award, still remains one of the biggest mysteries to me, up to this day.. If you find yourself crying, getting goosebumps and laughing at the same time when viewing this piece, don't worry- You're not alone...The force is strong with this one!!"
latraradek,"Jan 25, 2020",10/10,"This film is just pure awesome, for kids, adults, and everyone in between.Anyone can watch it and get something out of it; for the kids it's the cool worlds and weird-looking creatures, for teens, it's all the cool explosions and action scenes, and adults can enjoy all the character development and darker themes this movie has to offer.This really is a magical movie."
zkonedog,"Mar 11, 2017",7/10,"In terms of action and adventure, ""Empire Strikes Back"" is a rousing success. There are enough space flights, phaser blasts, and lightsaber wielding to satisfy the visual effects junkies. The only thing missing, however, is that ""sense of something epic"" inherent in its original predecessor.In ""Episode V"", as it has come to be known, the rebels are still being pursued by the Empire, this time on the ice planet Hot. The first half of the film focuses on those battles, primarily featuring Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher). A new character in Lando Calrissian (Billy Dee Williams) is also introduced, though his loyalties are very much in question. The second half deals more with Luke Skywalker's (Mark Hamill) beginning steps to becoming a Jedi. After the death (in Part IV) of Obi-Wan Kenobi, Luke goes to continue his training with Yoda, an enigmatic little green character seemingly older than time itself. The film's climax brings forth the long-awaited meeting of Luke and Darth Vader (voice of James Earl Jones), as well as a startling (if now clichéd) revelation that sets the stage for the final chapter.Though a good movie in its own right, I always felt as if this one lagged behind the original in certain key areas. A recent watching confirmed this. I think the ""trouble"" stems from the fact that ""Empire"" is much more of an action film than a drama. Whereas ""New Hope"" was so incredibly genre-diverse, ""Empire"" takes that same cast of characters and instead relies a bit too much on laser blasts and space maneuvers. It doesn't help that certain scenes (inside the ""asteroid""; Lando's scenes) just feel a little draggy...like filler.Overall, though, this is still a very watchable film that keeps the main storyline pushing forward. For special effects or action/adventure buffs, this one will stand out. For others, it may fall just a tick behind the original."
philkil-08568,"Dec 25, 2019",10/10,An amazing film with an amazing story written by an amazing guy that we all love
umlaziking,"May 30, 2022",10/10,"It's really sad to see what star wars has become these days..unoriginal, uninspiring, lacking passion..I can go on and on and on but I just don't have the stomach for it anymore..but this movie right here, star wars empire strikes back, is just so masterfully inspiring and masterfully done. The fact that George Lucas did this movie on his own with his own money should tell you everything you need to know about how amazingly tenacious he is, not only that, he brought the characters to life..making them memorable, believable and most importantly relatable. Yes it's an old movie, yes it feels out dated...but trust me, if you look really past that and focus on its level of storytelling and the amazing writing of the story, you will understand why this movie has a rating of 8.7...most movies today and even in the last decade haven't even gotten close to that. Give it a shot...you won't be disappointed."
The_Joker_Baby,"Jan 23, 2020",10/10,"This is an example of how to not only do a perfect sequel, but a perfect sci-fi movie in general."
ccthemovieman-1,"Jun 10, 2006",9/10,"Although called ""Episode V,"" this was second movie in the Star Wars 6-part installment and I've always thought one of the better entries in the series.If you watch the first Star Wars and then this one, you'll immediately see a vast improvement in the special-effects department. There is a much more polished look to this one, and improved sound In fact, the DVD transfer is outstanding considering the age of this film.While the first Star Wars was a bit subdued, this one picks up the action right from the start, although lulls are really appreciated because the first 40 minutes are pretty hectic. The most notable of those scenes are the gigantic robots which were awesome when this film first came out, and are still pretty good. The movie calms down after that opening land war but retains the viewer's interest with other things.The second half of the movie features two stories going on at once: the battle in space with most of the cast involved, and ""Luke Skywalker (Mark Hamill) in a swampland involved in his training sessions with the Master Yoda.Some of the movie's dialog is still corny, especially between Han Solo (Harrison Ford) and Princess Leia (Carrie Fisher) with their love-hate relationship, but it's not overdone. What is overdone is constant bleating noises emanating from ""Chewbacca,"" the wookie. That sheep-in-heat noise can get annoying after awhile. The ""Rambo"" action continues as it did in the first film, with the villains firing everything at our heroes and never hitting them. Ludicrous, but part of the deal. Those things you just put up with as the film, overall, delivers another interesting adventure, far more than the first Star Wars and leading up to the next one, which was even better."
SachiiSez,"Jun 3, 2015",9/10,"You know a movie has had a real effect on you if you start using it's lines to answer people during your day-to-day routines:""I'll try and be home on time."" Me: ""Do or do not. There is no try.""""I love you"" Me: ""I know.""""Did you hear they are making a live-action Dragonball film?"" Me: ""Nooooooooooooo...""Me: *walks over and pets the cat* *cat takes a swipe at me* Me: ""Laugh it up fuzzball.""If my brain has chosen to repeat these words then I obviously have a connection with it. Why fight it? ^_^"
Cirene404,"Jun 1, 2019",9/10,Positives:Directing and cinematographyMain castStoryDarker toneActionMusical scoreNegatives:Not much
johnnyboyz,"Jan 7, 2009",6/10,"Good lord, what spell does George Lucas have everyone under? This is one of the highest ranked films on the website; it's regarded as one of the greatest sequels of all time; it's on most lists entitled the 'greatest motions pictures' of the respective genre; it's a film nearly everyone likes - and yet it failed, for me, to do any of these things justice upon recently seeing it for the first time. Perhaps you had to be there; to see it on opening night at a time when there was no such thing as the Internet on which you could download and/or watch special teasers or trailers; at a time when the studio were not able to give you the first five minutes as an appetiser to get you to see it; at a time when the only manner in which you could discuss the up and coming franchise episodes were face-to-face and not on message boards. Although it's too bad it isn't more like that nowadays.Maybe it's futile criticising it now, but at the end of the day, it's still just a film. Perhaps you really did have to be there on opening night with no knowledge of what awaited you, preparing yourself to be propelled into a world of monsters, space travel and aliens as you left your brain at the door. But I do think most people rate the film based on childhood experiences more than the film itself  they don't ask themselves the question 'How good was the film?', they ask themselves 'How happy was I as a kid when I first saw this?'.For the record, I liked the previous episode. I thought it was good fun and relatively light-hearted with a sense of vision going for it throughout. You really believed Lucas had an idea and desperately wanted to follow through on his vision. This twinned with the scope of ideas to do with space travel and the structuring of space stations, look of attire and general mise-en-scene enforces the evidence Lucas loved an idea to the point it was an obsession, an obsession he let everyone else into and love in equal measure.Alas, Episode V entitled 'The Empire Strikes Back' from 1980 is actually quite silly and removes any feeling or excitement the prior episode may have instilled into one. Its overall idea is that the young and upcoming hero in Luke Skywalker (Hamill) is to go off and train to take his skills to the next level and become a Jedi whilst friends Han Solo (Ford) and co. are chased down by the evil forces led by Darth Vader (Prowse/Jones).'Fine' you think, this may well be more interesting now that the introductions and general establishment of good versus evil has been dealt with; there also seems to be a self discovery journey going on. But if anything, the film is less interesting than the first one, particularly after about an hour after which it transcends into a bunch of slightly interesting scenes set on space ships and odd jungle infested planets. Once all that has happened, Vader gets some hired guns to find the rebels and more stuff happens that just has you passively sit there and watch it all unfold.Maybe it's that I cannot just let myself go, but I had no problem with the 1st and 4th episodes in terms of narrative, which were actually quite interesting as this broad and quite epic setting was used to transfer good and evil across a galaxy. In this one, there doesn't feel like anything at stake. The film's protagonist Luke is safe and sound on a jungle planet with Yoda, being taught what he needs to know, so he's fine, whereas Solo and co. are hopping around trying to dodge the forces of evil and the problem is you never feel any connection to them. Why should you feel any towards an annoying, big, hairy creature; daft comic relief robots and an underdeveloped, expressionless and somewhat empty headed woman who goes by the name Leia (Fisher).But these things are the bigger picture. The film has all number of frustrations going on at spaced intervals. Of course, Solo and co. never get hit by any of the laser beams and they can hide in that meteor storm nice and easily but again, criticising it seems futile. One thing I noticed on several occasions was that everyone in the Millennium Falcon kept talking over each other, which also annoyed me and the heavy handed catalyst which pushes Luke off into his training with Yoda is a near death experience on ice planet Hoth, during which he nearly freezes to death amongst being eaten.Towards the end of the film, Luke will be having a showdown with Vader after which a famous line is uttered. All well and good but Luke doesn't go down into the bowels to fight Vader because it's the realistic choice, he goes down there because we want him to  we want him to fight and the story demands he put his new Jedi skills into practice so that all can see how much he's really learnt. This is after the film goes needlessly 'dark' for one scene involving the freezing/supposed death of a main character and no, the film is 'dark' for that one scene; not from the start and throughout, it's still that laser dodging, fast talking, monster eliminating 'fun' the prior film was. All in all, The Empire Strikes Back is underwhelming and viewing it now makes it seems quite silly more than anything. Perhaps proof 'event cinema' can and never will withstand the true test of time."
richardrobinson292,"Oct 31, 2024",5/10,"""It is useless to resist...""Nope. Actually I found it quite easy.Terrible script. Mostly dreadful acting. Lousy effects, the animals especially. Action scenes that would embarrass the most amateur production.I quite like Darth Vader, both as a character and as acted. A convincing monster. Leia is OK too, though she is cursed with a feeble part, entirely beneath the notice of a decent actress. Between them they save this from an even worse score.Luke is mostly an annoying schoolboy. Most of the rest are stock parts doing stock things. The incest theme is quite fun, though it always seems like they simply didn't notice it until the reviewers started to comment. The comedy is lame. The music is cliched, reaching its ultimate nadir in the imperial march.And this stretched to 9 episodes and half-a-dozen spin-offs? Amazing."
driveinsammy,"Nov 2, 2003",10/10,"Empire Strikes Back is not only a great sequel to one of the best science Fiction movies ever made but its probably one of the best sequels ever made. A movie that not only blows away the first film in terms of scoop and magnitude but in story telling as well. This is the second of the entire Star Wars series of movies and in no doubt, the best. Not even the movies that come after were able to capture the landscape of this great cinematic achievement.Don't dare call yourself a Star Wars fan if you have not seen it."
ftrain,"Feb 24, 2005",10/10,"As great as the original Star Wars may be, The Empire Strikes Back remains the best film in the series. As the years pass, the real achievement of Empire only grows. While the original film has grown somewhat dated in appearance, and Return of the Jedi feels a bit silly now, Empire has maintained remarkable staying power. The effects in the film feel as fresh now as they did in 1980, and as importantly the story and tone of the film still hold an ominous feel and lend the series the grandeur that made it so lasting. Without Empire, Star Wars would have been remembered but not nearly in the same way. Everything that was begun in Star Wars was expanded and improved upon here, right down to the score Remember, this was the movie that introduced the now-famous and ridiculously overplayed Imperial March composed by John Williams. And virtually every scene is now iconic--the Imperial Walkers in the snow, Luke's training in the swamp, the asteroid field chase of the Millennium Falcon, the Cloud City, Luke's lightsaber battle with Vader. When I think of ""Star Wars"", most of the images that come to mind first are from Empire. The colors and textures of the film are so sharp and rich.A truly majestic film. One of the great visual statements in the history of movies, and one of the most successful realizations of a movie vision we will ever see."
palmer-2,"Oct 4, 1998",10/10,"this is the best of the star wars trilogy,and also the best movie of all time. when i got a chance to see it agian in the big theatre, for the first time since i was in four grade i`m 27 now. was the greatest movie experience i`ve ever had.i still think its the best achieve in f/x in movie history.(star wars episode I) the phantom menace i can`t wait for the most anticipated movie of all-time. i`ll have my sleeping bag ready so i can get my ticket soon possible. i can`t miss the first showing."
DanB-4,"Apr 14, 2006",10/10,"It took many years and many viewings before I could say that I liked this film better than A New Hope. But careful examination tells all - by every conceivable measure this is a better picture. The characters are more fully developed, Vader is even more evil, the score gives us the chilling Vader theme and the story is more interesting. Now that the six films are complete, The Empire Strikes Back is even more compelling and interesting than it was before we knew its Big Secret.All great heroes are flawed, and Luke Skywalker is no exception. Empire reveals to us in full that the inner battle he will have to fight is worse than any enemy he will face. As we meet for the first time Yoda, the wise Jedi master (we find out in Sith why he is on this jungle planet), we learn what a Jedi is, what his responsibility is and just how difficult that life will be. Luke, however, wants immediate gratification - he wants to help and wants revenge.The film cuts back and forth between Han Solo and Leia's pursuit by Vader and Luke's training and ultimately leads to the greatest scene of the six films, the epic light saber battle between Luke and Vader. And, if you are one of the 12 people on the planet who do not know the outcome, the less said the better.Empire rightly holds a place in the IMDb top 10, combining Action-Adventure, space opera and even the best elements of a super-hero film, into an infinitely watchable, entertaining movie. **** out of ****."
RonellSowes,"Jul 7, 2022",10/10,"After the sensation that Star Wars was, it would seem impossible to make a worthy follow up but somehow Lucas and his team did. In fact, there's a strong argument to be made that Star Wars: The Empire Strikes Back even surpassed its predecessor and is the best of the franchise/hexalogy. While I may not propound that myself, I couldn't exactly reject it either. All I can add is it does contain the best cinematography of all the films, courtesy of Peter Suschitzky."
HonestApeAbe,"Dec 12, 2022",10/10,"Trilling, excitement adventure. Yep this is what many consider to be the best Star Wars film and it's not hard to see why. Not just a great movie but an amazing sequel. Filled a great cast of Heroes and Villains. The effects 45 years later are still pretty amazing with amazing sets and puppetry work by Frank Oz, an amazing opening scene with tons of action and an ending that ends bitter sweet yet somber. Not to mention one of the best movie twist in history, with of course the only huge issue with the twist is even non Star Wars fans know what it is due to pop culture but that's basically a testament to how great it is."
Amthermandes,"Oct 28, 2022",10/10,"This is the epitome of sci-fi movie making. It's a classic, a tale that thrusts the audience into a world completely unlike their own. We love it not just for the famous twist, not just for the cultural impact it has and had on society, but simply for the story and the ground-breaking special effects, one should easily be able to see how much of an achievement this film is.It's a gripping sequel to the story that started it all. It's starts off of a cliffhanger, and ends with an even bigger one, leaving the audience wanting more. I only wish I could travel back in time to see it in theaters when it was first released."
ILLIMCMILLIN,"Dec 11, 2024",N/A,"The Empire Strikes Back is a sequel that matures itself from its very family friendly predecessor while still being a good film for children, it is a classic of cinema and defines sequels, it manages to outdo the film that changed the way films are made and defined the science fiction genre. It creates mature feelings that may go over younger viewers heads with a dreadful feeling as if they have no hope while still maintaining a hopeful feeling of rebellion. The Empire Strikes Back is the 3rd greatest film in my opinion and is a must watch film for anyone. The literal Definition of Absolute perfection of cinema."
dieseldemon85,"Apr 10, 2022",6/10,"My preference goes Return of the Jedi, A new Hope, then this one. I found the characters had better chemistry and the dialogue seemed more natural in the films of 77,83. This one I know the director was attempting to humanize the characters but thought the dialogue was forced and it lacked chemistry."
InpraiseofFolly,"Sep 8, 2004",3/10,"I decided to watch this trilogy with a completely open mind to see what the fuss was all about. I was rather embarrassed by the fact that I had never seen any of these movies which were heralded as great cinematic classics. Instead of the masterpiece I was promised however , I was left with a great mediocrity. The characters were barely 2 dimensional , the plot was riddled with holes and horribly rushed and the dialogue was cheesy . Episode V was perhaps the least painful to watch but still isn't close to being good. I don't know if it's a case of a movie aging very badly but I can't for the life of me understand the allure of it. To each their own , I guess."
cookiesap,"Jun 10, 2005",10/10,"ESB is one of the best science fiction movies of all time. In most circles, there tend to be a division between 'regular' movies and science fiction ones, but the Empire Strikes Back not only wrote the importance of the previously establish Star Wars saga into history, but borough the Joneses and Kims and N'Danou's and Guptas and everyone else from all over the world a re-lived curiosity about a genre that often is exclusively reserved to geeks, gamers, and goblins. The first star wars movie was a feat in special effects and something quite new. The Empire Strikes back, however, drew us into a new world with an amazing conviction. We were all so very much standing next to Luke and Han, so that they have almost helped share their world with us, but also influence popular culture today in a somewhat surrealistic concept, where the actors/actresses step out of the TV/silver screen and dictate the 'real' world, using their 'fantasy' world to justify for their candor - in an almost 'emperor's new clothes' fashion. Only the greatest movies have the ability to enmesh reality and the fiction on the screen. Lord of the Rings did it, Hitchcock did it, and Lucas did it! Lucas made us believe in a world far away, long long time ago, which any other creator would have made seem like another Star Trek or Stargate episode (like the prequels)."
darthgeorge1973,"Dec 17, 2004",10/10,"It's very rare when a sequel outshines the film that came before it,""The Empire Strikes Back"" manages to do that in many ways. ""Star Wars"" always will be considered an all time classic,but ""Empire"" is a great follow up.According to George Lucas,It's ""Episode V"" in his space opera. In my opinion it's the best in the series.The characters are more fleshed out this time,and the plot is more complex and darker then the previous installment. The F/X is outstanding.The film stands on it's own as a great cinematic achievement and should be recognized as more than a sequel,It's a continuation of great epic and all around excellent film."
jace_the_film_guy,"Sep 24, 2022",10/10,"What can I say about ""The Empire Strikes Back"" that hasn't already been said? This film takes everything great about ""A New Hope"" and elevates it. The cinematography, the setting, the characters, the story, everything is crisp and succinct in ""Empire"". There were multiple times (3 to be exact) that I had full body chills, all because of the brilliant marriage of story, score and performance.This movie shows that the ""galaxy far, far away"" is more than just Tatooine and the Death Star. From Hoth to Dagpbah to Cloud City, ""Empire"" helps expand the Star Wars Universe. By traveling to different parts of the galaxy, the film physically separates the three leads. Even though apart, their connection remains strong with the force (and their incredible chemistry) binding them together. Their individual journeys have purpose and the addition of new supporting characters (Yoda, Lando, etc.) are legendary.If this film failed, Star Wars would not be the legendary franchise that it is today. Simply put, ""The Empire Strikes Back"" is top tier cinema.Additional Note: The three ""chill-worthy"" moments were 1. Yoda raising the ship. 2. THE reveal. 3. Realizing the force connection between the siblings."
