user,date,rating,content
charlotteemmajonesuk,"Mar 28, 2021",10/10,My favourite film of all time. I could watch it 100+ times and never be bored.
webmaster-3017,"Apr 5, 2010",8/10,"Dark and intense mental therapy...Leonardo DiCaprio is a great actor and together with director Martin Scorsese, DiCaprio moves up a notch. It is not an understatement to claim that Shutter Island only works because DiCaprio makes it convincing. It may seem to be one of Scorsese lesser work in first glance. However, the film does not disappoints, with enough suspense and interesting moments to get us through to the finish line. The ending itself is what made this film a cut above genre conventions. The film ends by raising more questions than it answers and in turn allowing the audience to decide for themselves as to what really happened. For me, it works, but for those looking for answers, it will probably just leave you wondering. Shutter Island is like a classic noir flick, its dark, its murky, it's even depressing, but it is also quite a satisfying experience to sit through.The movie goes like this: DiCaprio plays a cop who is assigned to an isolated island with a mental hospital. The year is the 1950s and a mental patient have escaped the maximum security of the Shutter Island. Together with his counterpart (played by Mark Ruffalo), they explore the island and like a haunted house or a horror story, nothing is what it seems to be.Ben Kinsley is what you call a method character actor. He has the unique ability to make even the griminess of smile into something hidden or evil about it. He has the grin and looks of a cunning interior. Kingsley plays a mental health professor, but somehow he is more to it than that. A clever actor in his own right, Kingsley made his character quite an interesting one to watch. DiCaprio as mentioned before carries the film with both of his shoulders. Maturity has certainly passed him by and not for the first time, he continues to impress me with the emotional range that he possesses. His moment of mental breakdown is a joy to watch and if that moment near the end is given to a lesser light, the film may have already been blown off the rails. This is a steady-fast performance that works.All in all, Shutter Island is a departure from the director usual aim of winning awards, but that does not mean that Shutter Island is any lesser of a movie. With strong acting turns from the increasingly reliable DiCaprio and the ever intriguing presence of Ben Kingsley, Shutter Island is convincing enough to be believable. The thought provoking ending may actually be a blessing in disguise. There is a quote that leaves us pondering: ""Which would be worse, to live as a monster or to die as a good man?"" For me, what it means is that DiCaprio chose to erase his memory and die a good man. The reason to it is simple. One of the saddest and toughest aspects of life is to have a good memory. Memories are what shape us, but also is what makes us more cynical and bitter about the world. At the end of the day, Martin Scorsese has created a movie that allows the audience to come up with their own viewpoint of what happens. Whether that is a good or bad thing, it is really the way you approach and think...(Neo 2010)I rate it 8/10www.thehkneo.com"
carteros,"Apr 9, 2021",10/10,Amazing acting! The attention to detail is incredible and the plot was just great overall.
jimbo-53-186511,"Sep 17, 2014",8/10,"1954; US Marshal Teddy Daniels (Leonardo DiCaprio) is investigating the disappearance of a patient who has escaped from a psychiatric hospital on Shutter Island. Once Teddy begins his investigations, he notices strange anomalies such as; Rachel managing to escape from a room that has been locked from the outside, the fact that she manages to bypass all the other patients and security staff without anyone noticing etc. Daniels is puzzled by Rachel's seemingly 'unexplainable' disappearance and is determined to get to the bottom of it.I'll be the first to say that mystery films are probably my favourite genre (when they're done right) and films like Shutter Island help to cement that feeling. Shutter Island hooked me in straight away due to how creepy it looked - this was down to some superb cinematography. Then as the film progressed, I found that I was more and more hooked in. Shutter Island takes you in one direction, but then pulls you in another direction and it's all these twists and turns that help to keep things fresh. I felt a constant sense of paranoia throughout this film. I found that I never knew who I could trust when I was watching this film and this merely helped to increase the suspense. Daniels' dream sequences gave his character an added depth, but also added another layer to the plot. I found that Shutter Island not only kept me in suspense, but also kept me thinking and the two elements combined are cinematic heaven as far as I'm concerned.Acting wise, Scorsese has got lots of big players on board such as DiCaprio, Kingsley and Von Sydow to name a few and all the players on board put in stellar performances. As mentioned, the cinematography was superb and this really helped to give Shutter Island a creepy and mysterious feel.Where Shutter Island falters slightly is in the heavy handed way it dealt with one particular plot twist (which I won't reveal). Suffice it to say, this did lessen the impact when it was revealed. However, just when I was prepared to be majorly disappointed, Shutter Island throws in more twists and turns after the obvious twist was revealed and these added twists did surprise me somewhat.This is an excellent film that will most likely appeal to fans of psychological thrillers or mystery films. I loved it and would strongly recommend that you watch it."
Branz_Reviews,"Apr 28, 2021",8/10,"This movie was great, loved every moment of it definately had me on the edge of my seat the whole way through, I found it to be a little slow starting but half an hour in is where its at.At this point its getting crazy without spoiling any I will only say visions, figures and talent! Such a great story.Definitely watch this movie!"
Elvis-Del-Valle,"Nov 10, 2023",9/10,"Without a doubt, another of Martin Scorsese's best films, Shutter Island is a clever and quite original psychological thriller. It is a story that has not been seen in other films and with an intriguing twist. Leonardo DiCaprio has always been a talented actor and here he does a wonderful job as Detective Teddy who will discover that his reality is not what it seems. It focuses a lot on the psychology of the character with a series of flashbacks and nightmares that are key to discovering the truth about this character. It has a very good atmosphere that knows how to combine suspense with dramatic moments. You can really appreciate the production, the photography and the dark atmosphere that can be felt in some scenes. The script is quite intelligent, giving many key pieces that come together little by little. The editing is somewhat questionable and some continuity errors are noted. The rest of the film is great and the way he handles trauma in a mind disturbed enough to create a different reality in order to bury said trauma is striking. Shutter Island is one of the best psychological suspense thrillers ever made and another great work by Scorsese. My final rating for this movie is a 9/10."
kristyglantang,"Sep 6, 2021",9/10,"I thought I was ready for the ending when my friends recommended 'Shutter Island' to me. I had been connecting the puzzle throughout every scene, without realizing what a mega puzzle it actually was. To sculpt such a giant plot twist was remarkable, and I would put it on my list with similar masterpieces that contain elements of surprises like 'Now You See Me', 'Fractured'.Leonardo wowed me, on how he could portray a character full of questions, only to find even a bigger question! Obviously, his acting in this very movie was the key that opened the doors to his next amazing roles such as the 'Inception', and 'Great Gatsby', because his characters have always left such an impression in his audiences."
Amine_Ltaief,"Jul 14, 2025",10/10,"An extraordinary, captivating, and truly exceptional film, one of the finest I've ever seen in terms of both screenplay and acting.The main characters were perfectly crafted, and the performances delivered with remarkable finesse and creativity.The screenplay was coherent and seamless, and the design, color palette, and visuals were in beautiful harmony with the story.The direction was solid, though I believe it could have been taken to a higher level to fully elevate this work into a complete artistic masterpiece.It would be a disservice not to give this film a perfect score.To those who haven't seen it yet you're missing out on something truly special."
shutupandcolour,"Aug 28, 2021",10/10,"This is one of those movies that you can watch over and over and still find some new subtle clues, messages, and twists. I watch it every few years, since it came out, and I still find things that make me sit on the edge of my seat and excitedly point at the TV. It is so incredibly thorough down to the smallest detail and it keeps you glued to the screen. The depth of feeling and emotion Leonardo DiCaprio played in this is so beautiful and intense. It's infuriating to think of all of the outstanding work he has performed over the years and only just recently won his first Oscar. I believe he was absolutely deserving of one from Shutter Island, let alone his other performances.If you can, pick up the Blu Ray and watch the extra features after the movie. One of the coolest things to me was that they actually brought in the Medical Director from the now defunct, extremely notorious Bridgewater Hospital which was one of the most ill-reputed mental institutions in the United States. The fact that he leant his experience into creating the atmosphere and emotion from his own work into this movie was amazing."
ilkerdogramaci,"Aug 16, 2021",10/10,"I want to start by saying that I found the movie almost perfect and watched it with admiration. It is a film that comes to life with a very original plot and scenario. The story is kept alive by the acting. Consistently, Teddy Daniels' dilemma has progressed quite impressively. These were at a level that could even change the viewer's mind from time to time. It was a classic movie full of mind games that made you think which character is bad, actually there are no bad characters in every aspect. It's one of those movies that I can tell you not to die without watching."
howard.schumann,"Feb 28, 2010",6/10,"Based on a novel by Dennis Lehane and adapted for the screen by Laeta Kalogridis, Martin Scorsese's psychological thriller Shutter Island is set in 1954 on a remote island off the Massachusetts coast that houses Ashecliffe, a mental hospital for the criminally insane. This is where Teddy Daniels, a United States Marshal played by Leonardo DiCaprio, arrives with his partner Chuck Aule (Mark Ruffalo) to investigate the disappearance of Rachel Solando, a patient who was incarcerated after murdering her three children. The missing woman appears to have vanished barefoot without a trace from her locked cell during the night after leaving a strange note.Backed by production designer Dante Ferretti and cinematographer Robert Richardson, Scorsese builds a dark, foreboding atmosphere that soon escalates into full-blown uncertainty and dread as the story unfolds. Incorporating aspects of different genres, Shutter Island keeps the viewer off-balance and unable to ascertain with certainty what is real and what is fantasy until the very end. As the investigation begins, we soon discover that the marshal has some back stories of his own that are making things more difficult for him. These include nightmare visions of liberating Dachau at the end of World War II and of lining up and shooting Nazi guards as payback. He is also beset with migraine headaches and flashback visions of his wife Delores (Michelle Williams) who died in a fire.Teddy and Chuck question patients and orderlies who last saw the missing woman but things become more interesting when they interrogate the psychiatrist in charge, Dr. Cawley (Ben Kingsley). Cawley talks a great deal about his disdain for pre-frontal lobotomies and use of Thorazine and his preference for talk-based therapy but puzzlingly refuses to provide the investigators with important documents they need for their investigation. Also interviewed is Dr. Naehring (Max Von Sydow) whose Germanic persona causes Teddy to have flashbacks of Dachau and raises doubts in his mind that he is being told the truth. People talk in whispers and everyone seems to be keeping a secret and the attitude of Warden (Ted Levine) and Deputy Warden (John Carroll) only adds to the mystery.As a Category 5 hurricane rolls in, it becomes apparent that no one is going to get off the island anytime soon and doubts begin to arise in Teddy's mind as to whether or not there really was a patient that disappeared or whether he may have been lured to the island under false pretenses. Before long we are immersed in whispers of government experiments being conducted on prisoners in the island's lighthouse, an item straight out of today's headlines where a fully clothed, mutated human body was recently reported washed ashore on Plum Island in Long Island Sound where the U.S. allegedly studies dangerous animal diseases.Fear is ratcheted up even higher when Daniels reveals a personal agenda of his own that sends the investigation off on a tangent. Unfortunately, the flashbacks, visions, and other visual pyrotechnics pile up, and what began as an intriguing mystery becomes an ordeal of repetitive psychological horror with the screen often filled with tasteless images such as those of dead children and holocaust victims. Though the last fifteen minutes brings a degree of resolution, Shutter Island ultimately wastes the considerable talents of its outstanding cast with an overwrought and overblown production whose premise is neither logical nor believable."
neerajpatodi,"Feb 19, 2010",7/10,"Shutter Island is a movie with Martin Scorsese signature all over it. How fantastic direction can made ordinary plot interesting is the highlight of movie? Nice camera movement, shadow photography, multiple flashbacks and capable cast selection made this one worth watching.Even though plot of movie is not new, Scorsese was able to create engaging trill and suspense out of it. On top of that Lionardo once a cute Titanic boy again shows that he can deal with rustic role with same vigor and success. His eyes and facial expression reveals as much as the crisp dialogs do. He is one of the few actors who make acting looks so real.Only if editor kept it shorter than what it is, will make watching movie more pleasant. All in all, Shutter Island did a nice job and after Avatar, it will be another treat from Hollywood to watch this year. 7.5/10"
sidneymelrose,"Feb 10, 2016",10/10,"Shutter Island is one of the most intriguing film , which I have ever seen. When I started to watch it, I thought that is not interesting film at all because I don't like detective stories about policeman. But it amazed me at all .This film is based on the novel of the same name by Dennis Lehane . It is take place in the mid-1950s where a main character, Teddy Deniels and his partner Chuck Aule, are sent to an island where there is a security prison for patients with some methods health disorders and many of them are so dangerous for other people. The plot is very unusual and unpredictable . You want to watch it and to see what happens at the end of this story.This horror film with tons of atmosphere to music ,directions and set to a wonderfully story.I believe that the main idea of the plot is to find your demons inside your own island in your head. Not only Teddy doing it.As for actors, in this film you can see Leonardo DiCaprio who plays Teddy Deniels (main character). He gave one of the best performances hero and showed a man who has their own «demons» and many strange things inside him. He tried to solve the mystery of the island and this situation was really important for him. I'd recommend this film for people who like detective and mysterious stories with unpredictable ending."
kosmasp,"Sep 9, 2010",9/10,"This is a thriller that builds up very slowly. Really slow, so slow, that some people got bored. And got their fangs out for the ending. That's just a matter of taste then. Even the ending is low key and will not be there to satisfy anyone (though it is one clever way to end a movie, which left me with my mouth open).Martin Scorsese might have gone thriller at least once before, with ""Cape Fear"", but this time we really dig into another world. Leonardo DiCaprio pulls out a great performance once again. Even small roles are cast with great actors to really give the whole thing some weight. It's a great psychological thriller ride then."
tedg,"Mar 13, 2010",N/A,"Scorcese is an accomplished cinematic mind. There is no question of this. When he dies, we will celebrate the loss of a talent.But his life has been compromised by limits in the depth of his religion of cinema. This has haunted him, and he will not be happy to die until he conquers this.The problem is simple. I'll call it the curse of the character, and link it to Dante, or even Homer. That it dominates much written narrative is purely an accident of war. This is the idea that humans exist as complete, each one of us carrying a universe within us that some of us are able to project and carry around us.If we build stories, then, the stories are about the nature of the worlds attached to characters. The characters can actually be tragic, manipulated by their own world forces, or even uninteresting. But no matter how you slice it, the narrative follows people and the containing world is an annotation, an effect. I believe this is ""Italian"" in film-making and Scorcese was captured by it. Unfortunately for him, the cult of the actor in Hollywood (and associated market forces that support critics) feeds this. So he adopted deNiro and made films that were at least competent. But the camera could only follow bodies.But all the real juice in cinema is in this idea of noir. It has penetrated everywhere to some extent because it matters. The religious cosmology of noir has a world that exists apart from any humans. It pre-exists, has its own laws and dynamics. Being external to the souls of humans who appear, it blows them around and tinkers with those souls.It has the advantage that the film's narrative can entangle the existence of the world with the viewers and their needs. It brings the film to the viewers in a sort of contract, a dialog that cannot be refused. It also allows the camera to exist in a world apart from the characters. Thus, the filmmaker can inform us of the situation. Space matters. Texture, color, light all have their own lives.Scorcese has been bothered by the fact that his films did not do this; could not. Here he was with the craft, the skills, but not the vision. So in one of the most intriguing inner stories in Hollywood, he attempts to escape his own limits.He shifts from deNiro-like actors to deCaprio style. He tries, really hard to discover. His ""Gangs"" was a noble attempt, but a failure because of problems with funders. ""Aviator"" was his first noir success, helped by the influence of Cate (playing Kate). Check out the story, which mirrors Marty's plight. Marvel in that cool scene where the room is filled with strings.The rat movie was a retreat. And now this. It is a pure victory, an personal achievement. Some of us have been rooting for the man in his encounter with himself and are doubly rewarded with this film.There are elements in the story that reflect this quest of the filmmaker. I wouldn't want to focus on them too much here, because the reader may think that the story itself matters more than it should. But see the references to Spielberg's similar quest with ""Close"" and ""List?"" See the imposition of the noir narrator and the notion of slippery trust? See the folds in the anagrams? Look how at the end, we have shifted truths but the ambiguity remains. He could indeed still be the investigating cop, now compromised. In fact, this could be a flashback to the episode we learn happened nine months previously. (Note in particular how the tie changes toward the end.)Those story elements would have made a good comment. I'll do that elsewhere. Here the point is to look at how Marty has a new eye. Look at how the camera is almost never anchored to a person. Look at how it always — always — starts with some focus on an element of the world then slips to catch a person (always Teddy, then his focus). Look at how well we understand the importance of location, architecture, place, space, situation.Look at how for the first time ever, Marty shows space: flying paper, ash, dust, hail, leaves, trees. Look at how he even explores the architecture of water a bit. Watch with admiration as he announces his love for Thelma (his editor), and allows her some rubato in how the thing is paced because she owns the clock of the world, now hers.My immediate context: I saw this in a theater with a pride of chattering young Marines. They could not follow the story and left laughing at themselves.Ted's Evaluation -- 3 of 3: Worth watching."
claudio_carvalho,"Jun 27, 2010",8/10,"In 1954, the Federal Marshal Teddy Daniels (Leonardo DiCaprio) and his new partner Chuck Aule (Mark Ruffalo) from Seattle travel by ferry to the Shutter Island to investigate the disappearance of the patient Rachel Solando (Emily Mortimer), who drowned her three kids, from the mental institution for dangerous criminals Ashcliffe Hospital. Teddy is veteran WWII soldier traumatized by the war experience in the liberation of the Duchan concentration camp and the loss of his beloved wife in a criminal fire. Teddy is unable to access the records of employees and patients and feels that his investigation is obstructed by the management by the Federal facility. Teddy has severe migraines and when there is a storm, Teddy and Chuck find that they are stranded in the island. Teddy interviews the internees, discovers that one is missing and follows a lead to the lighthouse, where he discloses the mystery about the sixty-seventh patient of the Shutter Island.""Shutter Island"" is a good but predictable psychological thriller. The production has a high budget and consequently a great cast, costumes, locations and special effects. However, the major twist when Teddy Daniels finds the truth about the Shutter Island and himself is not a surprise. In this regard, ""Identity"" and ""Haute Tension"" for example, work better and better and really surprise the viewer after the plot point. Further, the IMDb Rating Top 250: #246 is absolutely overrated. My vote is eight.Title (Brazil): ""Ilha do Medo"" (""Island of the Fear"")Note: On 05 September 2023, I saw this film again."
MovieZoo,"Feb 19, 2010",9/10,"The trailer had me wondering if the movie would miss its mark. I was expecting the haunting atmosphere with a mystery to boot. I kinda wondered if there were going to be ghosts or evil creatures. But I left that in the back of my mind. I opted more for the mystery and atmosphere.Unfortunately, I expect DiCaprio to disappoint me because he just doesn't have that ""quality actor"" appeal for me. I am also aware I am probably not in the majority. But as it goes, I am slowly coming out of my cloud of negativity. This was one of DiCaprio's better roles. I liked him best in The Departed but Shutter Island is going to stick in my mind for a long time.Ben Kingsley was at the top of his game here as the mysterious Dr. Cawley. He was an easy man to be suspicious of thanks to his squinty eyes and devious smirks. Thanks also to the implications and direction of the movie. While DiCaprio and Kingsley easily filled the bill for leads, all the actors did a great job of keeping this viewer's attention.The atmosphere and scenery provided satisfactory background while the action and actors merged well to make this such a great, void-less movie. Yes, the sea was angry that day my friend, but actions, icons, trinkets and memories kept the restless mind rolling. Push came to shove when doubt tried to overrule belief. ""Up"" and ""down"" had no meaning or relevance when it came time to analyze. What did have meaning was the love for the mystery and love itself.Once again, Scorsese puts it altogether in such a beautiful way. You sir, are the boss! And I mean that in a good way. Thanks! 9 of 10"
Simon_Says_Movies,"Mar 10, 2010",7/10,"I often enjoy it when what some may call 'prestige' directors forte into what some may call 'mainstream' move-making for a film or two. You get the best of both worlds; a film palatable for a Friday night, and as well as weight behind the camera. Few would argue that Spielberg's War of the Worlds or Ron Howards Angels & Demons are their respective best work but I'm not one to throw on Citizen Kane over Bad Boys II when I simply want to relax after a day in the grind.The same can be said for Martin Scorsese's Shutter Island. While I don't want to make unfair assumptions about how other filmmakers would have handled the material, his prowess behind the camera certainly adds some pizazz and gravitas to the material. Shutter Island is the third successful instance of a Dennis Lehane novel, after Mystic River and Gone Baby Gone, being brought to the big screen and here's to hoping this streak of winning adaptations continue. This time around we follow U.S. Marshall Teddy Daniels (played by Leonardo DiCaprio) and his partner Chuck Aule (Mark Ruffalo) as they investigate the disappearance of a mental patient from a stormy island penitentiary off the coast from Boston in 1954. The shifty resident doctor (played deliciously by Ben Kingsley) does not make things easy for the two as Teddy is haunted not only by the facility itself, but by past demons of his wartime traumas and the death of his wife years earlier.Revealing much more than that regarding the plot would an injustice to the viewer so I shall say no more. What I will reveal is that DiCaprio turns in another star performance and while I feel it may be lost in the shuffle of the year to come, it is an award worthy exploit. His character complexly navigates between instances of professional integrity and unhinged paranoia. Ruffalo is by all means good in his role but it is, to be blunt, unmemorable. Not for his acting but for how the character is written. The real star is the set design and art direction which never release its grim grip for the length of the film.There is nothing overtly terrible about Shutter Island only that there is nothing outwardly remarkable about it either. The middle portion sags before its fantastic conclusion and there are a few too many flashbacks and dream sequences all of which add up to a solid, but not great genre exercise. Contrary to the ominous aura of the film, the score utilized is far too brash for its own good; clanging and banging its way through the Gothic atmosphere. While I would not go as far as to create a direct comparison, it recalls the disastrous score from 2008's Blindness. It could have gone a long way to use more Drag Me to Hell style acoustics, which utilize everyday objects and sounds to eerie effect.As is the unfortunate case with many thrillers and horror flicks, I cannot see Shutter Island standing up to repeat viewings with much potency. I will not deny however its sinister mood and great performances kept me more than entertained for 120 minutes and with its complex and rewarding twists it is still the best movie of this young year.Read all my reviews at simonsaysmovies.blogspot.com"
JohnDeSando,"Feb 17, 2010",N/A,"Martin Scorsese's Shutter Island reminds me of Hitchcock's successful Vertigo, Psycho, and most of all, Spellbound, without the success. The mentally unstable characters who provided Hitchcock hints of utter depravity in those classics in Shutter Island mainly serve facile plot twists.Teddy Daniels (Leonardo DiCaprio) is a federal marshal who, with his partner, Chuck Aule (Mark Ruffalo) goes to Shutter Island Ashecliffe Hospital for the criminally insane in 1954 to investigate the escape of a notorious murderess of her own three children. Almost everyone at that Boston harbor institution besides the patients seems a bit off center, even Teddy, who brings some psychological baggage to the job.While the cinematography is appropriately claustrophobic and the 19th century industrial brick insane asylum and its accompanying Civil War fort reminiscent of Silence of the Lambs with a touch of Alcatraz, the plot twists are indiscriminately telegraphed while Teddy's recurring visions of his deceased wife are too many and annoying. As the resident shrink, Dr. Cawley (Ben Kingsley) is much smoother than Lambs' Dr. Chilton (Anthony Heald) but not half as fun. Nor is there a villain who can come close to Hopkins' Hannibal Lecter. Although Teddy is the center of the film, Scorsese spends too many frames on tortured close-ups, as if he were making sure that DiCaprio is nominated for an Oscar next year.The film should have expanded the role of Dr. Naehring, head of the hospital, because the estimable Max von Sydow could have saved the film from boredom as the twists are telegraphed obviously and way too bluntly. In its favor, Scorsese plays deftly, if not a bit too obviously, with different camera angles such as bird's eye and visual images such as bright red blood, reminiscent of the stunning work in Sam Mendes' American Beauty.When you've directed Mean Streets, Taxi Driver, and Raging Bull, you have a tough time topping yourself. Shutter Island is not a film to be ashamed of; it's just not as good as his greats."
thinker1691,"Jun 19, 2010",8/10,"The Second World War was one great big mess and those who survived a visit to the Concentration Camps were doubly affected. Famed film director Martin Scorsese and novelist Dennis Lehane teamed to bring his book to the big screen. The movie, like the novel is called "" Shutter Island. "" The year is 1954 and two U.S. Marshalls Teddy Daniels (Leonardo DiCaprio) and Chuck Aule (Mark Ruffalo) are sent from the mainland to an offshore island for the criminally insane. The reason is simple, a violent and dangerous inmate Dolores Chanal (Michelle Williams) has somehow escaped the maximum prison and remains at large. The two Marshalles are introduced to Dr.Cawley (Ben Kingsley) and Dr. Naehring (Max von Sydow) who seem very reluctant to divulge any pertinent information on any aspect of the place, patients or their protocol. With the warden (Ted Levine) watching their every move, it's difficult to proceed. However, with dogged skill, Daniels finally discovers much more than he's suppose too and finds himself the target of what he believes is a monstrous conspiracy involving Nazis, illegal experimental drugs and murder. The movie begins suspensively driven, shifts quickly into a dark mode and then flings the audience into the realm of the diabolical. All in all, the fast paced drama is another triumph for the team of De Caprio and Scoresese. Easilly recommended. ****"
Pouria511,"Apr 16, 2023",8/10,"I've seen this movie several times, and it never gets old. It gave me a mix of emotions - excitement, fear, anxiety, sadness, and even happiness. I especially enjoyed the sense of mystery, and I remember that the first time I watched it, I completely misjudged what was really happening.The soundtrack was an absolute masterpiece. If you're a fan of the mystery genre, this film is one of the best choices out there. The pacing is so smooth that you barely notice the time passing - I actually watched it twice in a single day!There's only one small issue: in one scene, a supposedly dead character clearly blinks. It's surprising to see such an error in a movie of this quality. Though to be fair, I didn't notice it the first time.Some people who've read the original book say that key details were left out. I personally think it was done intentionally, to make the film more layered and mysterious."
Laura_Ratings,"Apr 11, 2022",9/10,"If I could go back and pick a movie to watch again for the first time, this would definitely be in my list of picks. It's quite confusing at times when you first watch it, but it will all make sense at the end, and probably more even when you rewatch it later. It's definitely a psychological thriller in all it's right and meaning. Great performance from Leonardo DiCaprio again too.Definitely recommend watching it!"
dicksosa,"Mar 19, 2010",7/10,"A fresh attempt to make a story with an unexpected twist to keep the audience guessing until the end is just what this films attempts to do. Attempts but doesn't quite succeed as well as others have before. The film does leave the audience wondering what really is going on. We have two detectives that arrive at shutter island and must figure out the mysterious disappearance of a patient.The set design and production values are well accomplished. Leonardo DiCaprio and Mark Ruffalo are accompanied by Ben Kingsley and perform outstandingly through the film. The acting isn't over done and is spot on for each character. The acting really brings to life the story. Although in parts the plot is quite disturbing and can make one look away and cringe for the most part it isn't full of holes and does all tie together.This film falls short however in the fact that it's so much of a tale about trying to figure out exactly what the real story is that you already guess what the real story is and then have to sit and wait for the picture to tell you what you already know. It's like watching the DaVinci code and knowing what the solution to the puzzle is, the intrigue loses something when you already have the answer to the riddle.All in all the film is something fresh and tries to be new, It's acting is superb and story line flows fairly well. It simply falls a little boring once you know the punchline. The ending line of the movie however does bump up the score one point just simply because you don't really know how it ends even after you know how it ends."
naregian,"May 1, 2011",10/10,"This is, without a doubt, easily in my top 5 favorite movies of all time. There are light parts of this movie, but the most of it is definitely a dark piece of art. This psychological thriller should thank the wonderful talents of Mr. Leonardo. The whole story was incredibly well thought out and wonderfully acted. If you love movies that make you want to watch it again, you better see this. Shutter Island will leave you shuttering for days. Just writing this review makes me want to watch it again...I think I just might. 10 stars, easy A++. Movies like this shouldn't be passed up. The movies nowadays are becoming more and more ""cars and buildings blowing up.""Thought provoking movies ROCK!!"
fallyhag,"Mar 13, 2010",6/10,"Either I am very clever or this was rubbish. I had the so called twist sussed within 5 mins of the film starting. It was just so painfully obvious that it had me doubting whether I had it right or not. But sadly there was no clever story writing...it really was that obvious. Don't watch this and expect a Sixth Sense ending.The editing was awful and the scenes were choppy. This movie was a blooper fest...full of scenes that just didn't join together.This is probably the hardest review I have written on IMDb because the film bored me. I just didn't care about the ending. From the very start til the end I pretty much knew I had it figured out so I didn't really care about all the pointless scenes in-between.When the end finally came I was glad I didn't care because my intelligence had been assaulted by another ""Bobby waking up in the shower"" ending mastered by the cult TV series ""Dallas"". All my watching was pointless because you were hit with a dumbed down ending that was partly explained by some poor dialogue.Some scenes were done OK (concentration camp) but some were just so green screen (rock climbing). If you are a fan of Cluedo then have a look at this but if you want a great film with a original ending then stay clear.As for the IMDb rating...another example of this website being managed by the film PR hype team. Never in a million years does this film deserve such a high rating. Probably the worst over inflated rating yet.Cant recommend...there are better things to spend your money on."
jessicareid,"Jul 31, 2013",9/10,I had been wanting to watch this film for a while and when I finally got round to doing so it did not disappoint. Leonardo DiCaprio was perfect in the role of the marshal Teddy Daniels and he really brought the whole film to life with his performance. Mark Ruffalo was also memorable for his portrayal of the supporting character and their relationship was a crucial part of the story so it was important that they both played their parts convincingly.What I loved about this film was the whole psychological aspect of it which makes it extremely gripping. It's the type of film which constantly makes you wonder who is telling the truth and it pushes the viewers to try and figure out what is really going on. As the film progresses and reaches the final stage there are more and more twists revealed. Even after having seen the big revelation at the end of the film I still know I could watch this film again in the future as it would be interesting to view taking into account the truth at the end.Even though this film is over 2 hours long it certainly didn't feel like it and the thrilling scenes and build up of suspension throughout made it go so quickly. This film is definitely worth a watch and some people may have mistaken it for a horror from some parts of the trailer but it was simply a good psychological thriller.
derekrankine,"Apr 5, 2010",8/10,"The less you know about Martin Scorsese's latest, the better. The film opens in bright white light, which is gradually faded to reveal Leonardo DiCaprio's character, a senior investigator from a US Government agency, suffering seasickness on a ferry crossing. He is en route to the eponymous Shutter Island, to assist with efforts to find an escapee from the island's prison-cum-hospital; a facility that is home to some of the most notorious mentally deranged criminals of 1950s America.Immediately, we are hooked. The car journey from the ferry to the facility is filled with foreboding and intrigue, melding eerie sound textures with dark, bleak images of the unwelcoming island. Once we arrive, the curious behaviour of the accompanying police officers and the local staff, in addition to the more understandable actions of the patients/prisoners, further builds suspense, paying homage to classic Hitchcock techniques.The most impressive achievement is that the storyline is consistently riveting for a running time in excess of two hours, seemingly without a single wasted scene, shot or line of dialogue as the plot unfolds in lavish, cinematic scale. DiCaprio's mature and compelling performance, in a character not too dissimilar to his undercover police officer in The Departed, is complemented perfectly by Ben Kingsley, Mark Ruffalo and the wealth of heavyweight acting talents playing minor characters. A couple of minor plot contrivances aside, this is a robust and stimulating addition to Scorsese's canon; albeit one that it is unlikely to reach the same high plateau of critical acclaim as much of the director's preceding efforts.The film is based on a novel by the increasingly impressive Dennis Lehane, whose Mystic River and Gone, Baby, Gone were also translated for the cinema, and who was also a writer for The Wire. The themes and settings of Shutter Island represent a diversion of sorts, but it transcends the B-movie genre in the same way as the TV/movie adaptations of his other writings were much more than just crime stories."
jodiegorman_x,"Dec 10, 2010",10/10,"I watched this movie a couple of months ago and am still baffled by it. I had a preconceived notion that it was another horror because of the trailers for it. Leonardo Dicaprio's performance is outstanding from start to finish. His portrayed his character with such immense emotion and skill. At the start of the movie you believe that you know the way it will end. This could not be further from the truth! The storyline was gripping, controversial and had my attention from start to finish. You will either hate or love the ending as it is not expected. I personally loved it and it was a jaw dropping moment. I highly recommend this movie to all types of people. A must see!"
rchalloner,"Mar 1, 2010",8/10,"I think this is just about as good as it gets within the psychological thriller genre. The whole cast are first rate and this has to be one of DiCaprio's best performances. Max Von Sydow is superb as always.The atmosphere is wonderful, Gothic and distinctly unsettling and the setting just perfect. The photography is beautiful and never over fanciful and the plot keeps the viewer engrossed for the whole two and a quarter hours, which is the sign of a great film. It is a return to the old fashioned thriller style, with relatively little in the way of special effects, which is one of its great strengths in my view. The detail is exceptional and not a frame is wasted. I can't say I like all of Martin Scorsese's work, but this is top stuff."
